State,year,foreign-born-workers-se-occ,all-workers-in-se-occupations,perc-foreign-born-se-workers
Arkansas,2019,5820,33955,17.140332793403033
California,2019,517560,1275660,40.57193923145665
Colorado,2019,30285,227100,13.33553500660502
Connecticut,2019,26420,104440,25.296821141325164
Delaware,2019,7170,25380,28.250591016548466
District of Columbia,2019,7390,44435,16.631034094745132
Florida,2019,101495,395945,25.633610728762836
Georgia,2019,64440,266315,24.196909674633424
Hawaii,2019,4415,28330,15.584186374867631
Idaho,2019,2550,35050,7.275320970042796
Illinois,2019,83235,334265,24.900901978968783
Indiana,2019,19070,143920,13.250416898276821
Iowa,2019,9995,69745,14.330776399741918
Kansas,2019,10515,70145,14.99037707605674
Kentucky,2019,8940,68450,13.06062819576333
Louisiana,2019,6315,65290,9.672231582171849
Maine,2019,1900,29240,6.49794801641587
Maryland,2019,66695,285105,23.393135862226195
Massachusetts,2019,90635,299145,30.298016012301726
Michigan,2019,55765,269710,20.675911163842645
Minnesota,2019,30950,187210,16.53223652582661
Mississippi,2019,2410,31950,7.543035993740219
Missouri,2019,19185,142620,13.451830037862852
Montana,2019,1075,23345,4.604840436924395
Nebraska,2019,4130,43730,9.444317402241024
Nevada,2019,7325,46810,15.64836573381756
New Hampshire,2019,5465,49800,10.973895582329316
New Jersey,2019,121940,280835,43.42051382484377
New Mexico,2019,4760,43180,11.023622047244094
New York,2019,108960,424800,25.649717514124294
North Carolina,2019,48495,252895,19.175942584867236
North Dakota,2019,990,12980,7.627118644067797
Ohio,2019,37815,276515,13.675569137298158
Oklahoma,2019,7120,67145,10.603916896269268
Oregon,2019,20950,117355,17.85181713604022
Pennsylvania,2019,54840,322830,16.987268841185763
Rhode Island,2019,6985,31835,21.941259619915186
South Carolina,2019,9220,96975,9.507605052848673
South Dakota,2019,285,15905,1.7918893429739076
Tennessee,2019,15635,125035,12.504498740352702
Texas,2019,204715,699435,29.268623960768338
Utah,2019,12405,95510,12.988168778138414
Vermont,2019,720,14745,4.883011190233978
Virginia,2019,87485,367910,23.778913321192682
Washington,2019,106065,320850,33.057503506311356
West Virginia,2019,965,22815,4.229673460442691
Wisconsin,2019,14455,149420,9.674073082585998
Wyoming,2019,715,9255,7.725553754727174
Puerto Rico,2019,775,28115,2.7565356571225323
