State,civ-non-instit-pop,civ-lab-force-num,Civilian labor force Percent of population,civ-lab-force-emp-num,Civilian labor force Employment Percent of population,civ-lab-force-unemp-num,civ-lab-force-unemp-rate,year,Gender,Race,Age
Alabama,3401.0,2154.0,63.3,2055.0,60.4,99,4.6,2000,Total,Total,Total
Alabama,1589.0,1124.0,70.7,1074.0,67.6,50,4.5,2000,Men,Total,Total
Alabama,1812.0,1030.0,56.9,981.0,54.1,49,4.8,2000,Women,Total,Total
Alabama,2482.0,1585.0,63.8,1532.0,61.7,53,3.3,2000,Total,White,Total
Alabama,1179.0,859.0,72.8,834.0,70.7,25,2.9,2000,Total,White,Total
Alabama,1303.0,726.0,55.7,698.0,53.6,28,3.8,2000,Total,White,Total
Alabama,890.0,551.0,61.8,505.0,56.7,46,8.3,2000,Total,Black,Total
Alabama,398.0,257.0,64.7,232.0,58.4,25,9.6,2000,Total,Black,Total
Alabama,493.0,293.0,59.6,273.0,55.3,21,7.1,2000,Total,Black,Total
Alabama,281.0,125.0,44.4,101.0,36.1,23,18.6,2000,Total,Total,16-19
Alabama,307.0,235.0,76.7,213.0,69.6,22,9.3,2000,Total,Total,20-24
Alabama,589.0,491.0,83.4,472.0,80.2,19,3.8,2000,Total,Total,25-34
Alabama,703.0,580.0,82.5,561.0,79.9,19,3.2,2000,Total,Total,35-44
Alabama,575.0,453.0,78.7,441.0,76.6,12,2.7,2000,Total,Total,45-54
Alabama,410.0,219.0,53.4,215.0,52.4,4,1.9,2000,Total,Total,55-64
Alabama,536.0,52.0,9.6,52.0,9.6,( 2 ),0.4,2000,Total,Total,Total
Alabama,132.0,62.0,46.9,48.0,36.0,14,23.1,2000,Men,Total,16-19
Alabama,148.0,121.0,81.3,109.0,73.7,11,9.3,2000,Men,Total,20-24
Alabama,284.0,255.0,89.8,248.0,87.1,8,3,2000,Men,Total,25-34
Alabama,325.0,291.0,89.5,282.0,86.9,8,2.9,2000,Men,Total,35-44
Alabama,289.0,249.0,86.3,243.0,84.0,7,2.7,2000,Men,Total,45-54
Alabama,192.0,118.0,61.3,116.0,60.4,2,1.5,2000,Men,Total,55-64
Alabama,149.0,63.0,42.1,54.0,36.2,9,14.1,2000,Women,Total,16-19
Alabama,158.0,114.0,72.3,104.0,65.7,11,9.2,2000,Women,Total,20-24
Alabama,305.0,236.0,77.4,224.0,73.7,11,4.8,2000,Women,Total,25-34
Alabama,378.0,289.0,76.5,279.0,73.8,10,3.5,2000,Women,Total,35-44
Alabama,286.0,204.0,71.1,198.0,69.2,6,2.8,2000,Women,Total,45-54
Alabama,219.0,102.0,46.5,99.0,45.4,2,2.3,2000,Women,Total,55-64
Alabama,183.0,93.0,51.0,79.0,43.4,14,15,2000,Total,White,16-19
Alabama,190.0,145.0,76.4,137.0,72.4,8,5.2,2000,Total,White,20-24
Alabama,413.0,346.0,83.9,336.0,81.4,10,3,2000,Total,White,25-34
Alabama,501.0,419.0,83.6,410.0,81.8,9,2.1,2000,Total,White,35-44
Alabama,435.0,359.0,82.7,351.0,80.7,9,2.4,2000,Total,White,45-54
Alabama,326.0,179.0,55.0,176.0,54.0,3,1.8,2000,Total,White,55-64
Alabama,111.0,86.0,77.9,72.0,65.1,14,16.4,2000,Total,Black,20-24
Alabama,168.0,140.0,83.3,131.0,78.2,9,6.1,2000,Total,Black,25-34
Alabama,197.0,157.0,79.8,147.0,74.7,10,6.4,2000,Total,Black,35-44
Alabama,139.0,93.0,66.7,89.0,64.0,4,4,2000,Total,Black,45-54
Alaska,438.0,322.0,73.5,301.0,68.6,21,6.6,2000,Total,Total,Total
Alaska,217.0,172.0,79.3,160.0,73.6,12,7.2,2000,Men,Total,Total
Alaska,221.0,150.0,67.8,141.0,63.7,9,6,2000,Women,Total,Total
Alaska,342.0,257.0,74.9,243.0,70.9,14,5.4,2000,Total,White,Total
Alaska,173.0,140.0,80.9,132.0,76.2,8,5.8,2000,Total,White,Total
Alaska,170.0,117.0,68.8,111.0,65.4,6,4.9,2000,Total,White,Total
Alaska,13.0,10.0,76.8,9.0,70.2,1,8.5,2000,Total,Black,Total
Alaska,7.0,5.0,77.8,5.0,70.3,1,9.7,2000,Total,Black,Total
Alaska,6.0,5.0,75.6,4.0,70.2,( 2 ),7.2,2000,Total,Black,Total
Alaska,12.0,9.0,75.0,8.0,70.4,1,6.1,2000,Total,Hispanic,Total
Alaska,6.0,5.0,88.0,5.0,83.2,( 2 ),5.4,2000,Total,Hispanic,Total
Alaska,6.0,4.0,63.5,4.0,59.1,( 2 ),6.9,2000,Total,Hispanic,Total
Alaska,43.0,22.0,51.4,18.0,42.8,4,16.7,2000,Total,Total,16-19
Alaska,37.0,28.0,77.1,25.0,68.2,3,11.5,2000,Total,Total,20-24
Alaska,78.0,63.0,81.3,58.0,75.3,5,7.5,2000,Total,Total,25-34
Alaska,114.0,95.0,83.7,90.0,79.1,5,5.5,2000,Total,Total,35-44
Alaska,93.0,80.0,85.9,77.0,82.6,3,3.8,2000,Total,Total,45-54
Alaska,42.0,28.0,65.5,27.0,63.1,1,3.8,2000,Total,Total,55-64
Alaska,32.0,6.0,17.5,5.0,16.6,( 2 ),5,2000,Total,Total,Total
Alaska,22.0,11.0,50.7,9.0,41.1,2,19,2000,Men,Total,16-19
Alaska,18.0,14.0,79.7,12.0,68.2,2,14.5,2000,Men,Total,20-24
Alaska,37.0,33.0,88.9,30.0,82.9,2,6.7,2000,Men,Total,25-34
Alaska,56.0,51.0,91.1,48.0,85.1,3,6.6,2000,Men,Total,35-44
Alaska,49.0,44.0,89.5,42.0,85.8,2,4.1,2000,Men,Total,45-54
Alaska,21.0,16.0,73.1,15.0,69.7,1,4.7,2000,Men,Total,55-64
Alaska,21.0,11.0,52.0,9.0,44.5,2,14.4,2000,Women,Total,16-19
Alaska,19.0,14.0,74.6,13.0,68.2,1,8.6,2000,Women,Total,20-24
Alaska,41.0,31.0,74.6,28.0,68.4,3,8.3,2000,Women,Total,25-34
Alaska,58.0,44.0,76.5,42.0,73.3,2,4.2,2000,Women,Total,35-44
Alaska,44.0,36.0,81.8,35.0,78.9,1,3.6,2000,Women,Total,45-54
Alaska,21.0,12.0,57.8,12.0,56.3,( 2 ),2.6,2000,Women,Total,55-64
Alaska,29.0,15.0,52.7,13.0,45.2,2,14.2,2000,Total,White,16-19
Alaska,27.0,22.0,79.6,19.0,70.9,2,10.9,2000,Total,White,20-24
Alaska,61.0,50.0,81.9,47.0,77.0,3,6,2000,Total,White,25-34
Alaska,90.0,76.0,85.0,73.0,81.2,3,4.5,2000,Total,White,35-44
Alaska,75.0,65.0,86.9,63.0,84.5,2,2.7,2000,Total,White,45-54
Alaska,35.0,23.0,66.2,22.0,63.8,1,3.6,2000,Total,White,55-64
Alaska,25.0,5.0,19.1,5.0,18.4,( 2 ),3.5,2000,Total,White,Total
Arizona,3626.0,2347.0,64.7,2256.0,62.2,91,3.9,2000,Total,Total,Total
Arizona,1727.0,1271.0,73.6,1227.0,71.1,44,3.5,2000,Men,Total,Total
Arizona,1899.0,1076.0,56.6,1029.0,54.2,47,4.4,2000,Women,Total,Total
Arizona,3320.0,2139.0,64.4,2055.0,61.9,85,4,2000,Total,White,Total
Arizona,1577.0,1168.0,74.1,1127.0,71.5,41,3.5,2000,Total,White,Total
Arizona,1743.0,971.0,55.7,928.0,53.2,44,4.5,2000,Total,White,Total
Arizona,127.0,90.0,70.6,87.0,68.9,2,2.5,2000,Total,Black,Total
Arizona,928.0,592.0,63.8,552.0,59.4,40,6.8,2000,Total,Hispanic,Total
Arizona,437.0,340.0,77.7,320.0,73.1,20,5.9,2000,Total,Hispanic,Total
Arizona,491.0,252.0,51.4,232.0,47.2,20,8.1,2000,Total,Hispanic,Total
Arizona,288.0,147.0,50.9,134.0,46.7,12,8.3,2000,Total,Total,16-19
Arizona,358.0,266.0,74.2,248.0,69.3,18,6.7,2000,Total,Total,20-24
Arizona,667.0,546.0,81.9,526.0,78.9,20,3.7,2000,Total,Total,25-34
Arizona,699.0,575.0,82.3,555.0,79.5,20,3.5,2000,Total,Total,35-44
Arizona,619.0,506.0,81.7,495.0,80.0,11,2.1,2000,Total,Total,45-54
Arizona,420.0,231.0,55.1,225.0,53.4,7,2.9,2000,Total,Total,55-64
Arizona,575.0,76.0,13.3,72.0,12.6,4,5,2000,Total,Total,Total
Arizona,138.0,73.0,53.1,66.0,48.1,7,9.5,2000,Men,Total,16-19
Arizona,180.0,154.0,85.4,145.0,80.3,9,6,2000,Men,Total,20-24
Arizona,319.0,294.0,92.2,283.0,88.6,12,3.9,2000,Men,Total,25-34
Arizona,337.0,311.0,92.5,302.0,89.7,9,3,2000,Men,Total,35-44
Arizona,298.0,266.0,89.0,263.0,88.1,3,1,2000,Men,Total,45-54
Arizona,197.0,125.0,63.8,123.0,62.7,2,1.7,2000,Men,Total,55-64
Arizona,151.0,74.0,48.8,68.0,45.4,5,7.1,2000,Women,Total,16-19
Arizona,178.0,112.0,63.0,103.0,58.1,9,7.6,2000,Women,Total,20-24
Arizona,348.0,252.0,72.3,243.0,69.9,9,3.4,2000,Women,Total,25-34
Arizona,362.0,264.0,72.8,253.0,70.0,10,3.9,2000,Women,Total,35-44
Arizona,320.0,240.0,74.9,232.0,72.4,8,3.4,2000,Women,Total,45-54
Arizona,224.0,106.0,47.4,101.0,45.3,5,4.4,2000,Women,Total,55-64
Arizona,259.0,137.0,52.7,125.0,48.2,12,8.6,2000,Total,White,16-19
Arizona,321.0,241.0,75.1,226.0,70.4,15,6.3,2000,Total,White,20-24
Arizona,592.0,485.0,81.8,466.0,78.8,18,3.8,2000,Total,White,25-34
Arizona,632.0,518.0,81.9,499.0,79.0,19,3.6,2000,Total,White,35-44
Arizona,568.0,469.0,82.6,459.0,80.7,11,2.2,2000,Total,White,45-54
Arizona,394.0,216.0,54.8,210.0,53.1,6,3,2000,Total,White,55-64
Arizona,553.0,74.0,13.4,70.0,12.7,4,5.2,2000,Total,White,Total
Arizona,136.0,96.0,70.7,87.0,64.0,9,9.4,2000,Total,Hispanic,20-24
Arizona,212.0,161.0,76.1,152.0,71.8,9,5.6,2000,Total,Hispanic,25-34
Arizona,172.0,134.0,78.2,128.0,74.2,7,5.1,2000,Total,Hispanic,35-44
Arizona,122.0,88.0,72.2,84.0,68.6,4,5,2000,Total,Hispanic,45-54
Arizona,98.0,57.0,58.3,53.0,54.8,3,6.1,2000,Total,Hispanic,55-64
Arkansas,1977.0,1238.0,62.6,1183.0,59.8,55,4.4,2000,Total,Total,Total
Arkansas,953.0,664.0,69.6,634.0,66.6,29,4.4,2000,Men,Total,Total
Arkansas,1024.0,575.0,56.1,549.0,53.6,26,4.5,2000,Women,Total,Total
Arkansas,1622.0,1012.0,62.4,979.0,60.4,33,3.3,2000,Total,White,Total
Arkansas,792.0,560.0,70.6,539.0,68.1,20,3.6,2000,Total,White,Total
Arkansas,830.0,453.0,54.6,440.0,53.0,13,2.9,2000,Total,White,Total
Arkansas,328.0,210.0,63.9,189.0,57.5,21,10,2000,Total,Black,Total
Arkansas,150.0,97.0,64.9,88.0,59.0,9,9.2,2000,Total,Black,Total
Arkansas,179.0,113.0,63.1,101.0,56.4,12,10.6,2000,Total,Black,Total
Arkansas,42.0,33.0,77.3,31.0,73.7,2,4.7,2000,Total,Hispanic,Total
Arkansas,165.0,83.0,50.3,71.0,42.9,12,14.7,2000,Total,Total,16-19
Arkansas,171.0,136.0,79.4,123.0,72.2,12,9.1,2000,Total,Total,20-24
Arkansas,331.0,288.0,86.9,276.0,83.4,12,4,2000,Total,Total,25-34
Arkansas,341.0,294.0,86.1,285.0,83.5,9,3,2000,Total,Total,35-44
Arkansas,334.0,262.0,78.7,256.0,76.9,6,2.3,2000,Total,Total,45-54
Arkansas,267.0,139.0,51.9,136.0,50.8,3,2.2,2000,Total,Total,55-64
Arkansas,368.0,37.0,10.0,36.0,9.8,1,2.7,2000,Total,Total,Total
Arkansas,98.0,50.0,51.3,42.0,43.4,8,15.5,2000,Men,Total,16-19
Arkansas,88.0,78.0,88.4,71.0,81.2,6,8.2,2000,Men,Total,20-24
Arkansas,161.0,153.0,95.2,150.0,93.0,4,2.4,2000,Men,Total,25-34
Arkansas,172.0,155.0,90.1,150.0,87.1,5,3.3,2000,Men,Total,35-44
Arkansas,158.0,131.0,83.1,128.0,81.0,3,2.5,2000,Men,Total,45-54
Arkansas,129.0,77.0,59.5,74.0,57.6,2,3.1,2000,Men,Total,55-64
Arkansas,68.0,33.0,48.8,29.0,42.2,4,13.5,2000,Women,Total,16-19
Arkansas,83.0,58.0,69.9,52.0,62.7,6,10.3,2000,Women,Total,20-24
Arkansas,170.0,134.0,79.0,126.0,74.3,8,5.9,2000,Women,Total,25-34
Arkansas,169.0,139.0,82.0,135.0,79.8,4,2.7,2000,Women,Total,35-44
Arkansas,176.0,131.0,74.7,128.0,73.1,3,2.1,2000,Women,Total,45-54
Arkansas,138.0,62.0,44.9,61.0,44.4,1,1,2000,Women,Total,55-64
Arkansas,127.0,68.0,53.4,59.0,46.6,9,12.6,2000,Total,White,16-19
Arkansas,131.0,107.0,81.5,100.0,76.5,6,6,2000,Total,White,20-24
Arkansas,259.0,226.0,87.0,220.0,84.6,6,2.7,2000,Total,White,25-34
Arkansas,281.0,243.0,86.5,238.0,84.8,5,2,2000,Total,White,35-44
Arkansas,266.0,212.0,79.6,208.0,78.1,4,1.9,2000,Total,White,45-54
Arkansas,237.0,125.0,52.7,123.0,51.7,2,1.9,2000,Total,White,55-64
Arkansas,320.0,32.0,9.9,31.0,9.7,1,2.3,2000,Total,White,Total
Arkansas,67.0,58.0,86.9,53.0,79.5,5,8.5,2000,Total,Black,25-34
Arkansas,54.0,45.0,83.2,41.0,75.9,4,8.7,2000,Total,Black,35-44
Arkansas,62.0,47.0,76.0,45.0,72.9,2,4.2,2000,Total,Black,45-54
California,25489.0,17091.0,67.1,16246.0,63.7,845,4.9,2000,Total,Total,Total
California,12324.0,9314.0,75.6,8870.0,72.0,445,4.8,2000,Men,Total,Total
California,13165.0,7776.0,59.1,7376.0,56.0,401,5.2,2000,Women,Total,Total
California,20328.0,13762.0,67.7,13092.0,64.4,670,4.9,2000,Total,White,Total
California,9905.0,7584.0,76.6,7236.0,73.1,347,4.6,2000,Total,White,Total
California,10423.0,6178.0,59.3,5856.0,56.2,322,5.2,2000,Total,White,Total
California,1711.0,1086.0,63.5,1005.0,58.7,82,7.5,2000,Total,Black,Total
California,800.0,551.0,68.9,499.0,62.4,52,9.5,2000,Total,Black,Total
California,911.0,535.0,58.8,506.0,55.5,29,5.5,2000,Total,Black,Total
California,6929.0,4759.0,68.7,4451.0,64.2,309,6.5,2000,Total,Hispanic,Total
California,3430.0,2780.0,81.0,2626.0,76.6,154,5.5,2000,Total,Hispanic,Total
California,3499.0,1980.0,56.6,1825.0,52.2,155,7.8,2000,Total,Hispanic,Total
California,1999.0,913.0,45.7,758.0,37.9,155,17,2000,Total,Total,16-19
California,2398.0,1828.0,76.2,1694.0,70.6,134,7.3,2000,Total,Total,20-24
California,5039.0,4124.0,81.8,3923.0,77.8,201,4.9,2000,Total,Total,25-34
California,5593.0,4623.0,82.7,4453.0,79.6,170,3.7,2000,Total,Total,35-44
California,4420.0,3598.0,81.4,3488.0,78.9,110,3.1,2000,Total,Total,45-54
California,2605.0,1577.0,60.5,1519.0,58.3,58,3.7,2000,Total,Total,55-64
California,3435.0,429.0,12.5,411.0,12.0,18,4.1,2000,Total,Total,Total
California,1004.0,459.0,45.7,379.0,37.7,80,17.5,2000,Men,Total,16-19
California,1202.0,982.0,81.8,909.0,75.7,73,7.4,2000,Men,Total,20-24
California,2500.0,2319.0,92.8,2219.0,88.8,100,4.3,2000,Men,Total,25-34
California,2740.0,2521.0,92.0,2426.0,88.6,95,3.8,2000,Men,Total,35-44
California,2136.0,1917.0,89.7,1865.0,87.3,52,2.7,2000,Men,Total,45-54
California,1254.0,864.0,68.9,833.0,66.4,32,3.7,2000,Men,Total,55-64
California,1490.0,251.0,16.9,239.0,16.0,12,4.9,2000,Men,Total,Total
California,995.0,453.0,45.6,379.0,38.1,75,16.5,2000,Women,Total,16-19
California,1197.0,845.0,70.6,784.0,65.5,61,7.2,2000,Women,Total,20-24
California,2540.0,1804.0,71.1,1703.0,67.1,101,5.6,2000,Women,Total,25-34
California,2854.0,2102.0,73.7,2027.0,71.0,75,3.6,2000,Women,Total,35-44
California,2284.0,1681.0,73.6,1623.0,71.1,57,3.4,2000,Women,Total,45-54
California,1351.0,713.0,52.8,687.0,50.8,26,3.6,2000,Women,Total,55-64
California,1945.0,178.0,9.1,173.0,8.9,5,2.9,2000,Women,Total,Total
California,1556.0,772.0,49.6,645.0,41.5,126,16.4,2000,Total,White,16-19
California,1924.0,1518.0,78.9,1420.0,73.8,98,6.5,2000,Total,White,20-24
California,3956.0,3251.0,82.2,3092.0,78.2,158,4.9,2000,Total,White,25-34
California,4410.0,3673.0,83.3,3535.0,80.2,138,3.7,2000,Total,White,35-44
California,3514.0,2884.0,82.0,2795.0,79.5,89,3.1,2000,Total,White,45-54
California,2116.0,1295.0,61.2,1249.0,59.0,46,3.5,2000,Total,White,55-64
California,2852.0,371.0,13.0,355.0,12.5,15,4.1,2000,Total,White,Total
California,154.0,106.0,68.6,86.0,56.0,19,18.3,2000,Total,Black,20-24
California,364.0,296.0,81.5,273.0,75.2,23,7.8,2000,Total,Black,25-34
California,397.0,309.0,77.9,294.0,74.2,15,4.8,2000,Total,Black,35-44
California,289.0,215.0,74.4,205.0,71.0,10,4.6,2000,Total,Black,45-54
California,166.0,91.0,54.7,88.0,53.2,3,2.9,2000,Total,Black,55-64
California,774.0,338.0,43.7,273.0,35.2,65,19.3,2000,Total,Hispanic,16-19
California,882.0,702.0,79.6,653.0,74.0,49,7,2000,Total,Hispanic,20-24
California,1798.0,1404.0,78.1,1328.0,73.9,76,5.4,2000,Total,Hispanic,25-34
California,1578.0,1285.0,81.4,1218.0,77.2,67,5.2,2000,Total,Hispanic,35-44
California,926.0,703.0,76.0,672.0,72.6,31,4.4,2000,Total,Hispanic,45-54
California,484.0,264.0,54.6,247.0,51.1,17,6.5,2000,Total,Hispanic,55-64
California,488.0,63.0,12.9,60.0,12.3,3,4.5,2000,Total,Hispanic,Total
Colorado,3141.0,2276.0,72.4,2213.0,70.5,63,2.7,2000,Total,Total,Total
Colorado,1551.0,1234.0,79.6,1200.0,77.4,34,2.8,2000,Men,Total,Total
Colorado,1590.0,1041.0,65.5,1013.0,63.7,29,2.7,2000,Women,Total,Total
Colorado,2924.0,2120.0,72.5,2066.0,70.7,54,2.5,2000,Total,White,Total
Colorado,1443.0,1149.0,79.7,1119.0,77.6,30,2.6,2000,Total,White,Total
Colorado,1481.0,971.0,65.6,947.0,63.9,24,2.5,2000,Total,White,Total
Colorado,106.0,78.0,72.9,73.0,68.2,5,6.4,2000,Total,Black,Total
Colorado,455.0,329.0,72.3,314.0,69.1,14,4.4,2000,Total,Hispanic,Total
Colorado,227.0,185.0,81.4,177.0,77.8,8,4.4,2000,Total,Hispanic,Total
Colorado,228.0,144.0,63.2,138.0,60.5,6,4.3,2000,Total,Hispanic,Total
Colorado,217.0,121.0,55.7,106.0,48.8,15,12.3,2000,Total,Total,16-19
Colorado,294.0,249.0,84.5,237.0,80.7,11,4.5,2000,Total,Total,20-24
Colorado,630.0,545.0,86.5,533.0,84.5,13,2.3,2000,Total,Total,25-34
Colorado,727.0,627.0,86.2,615.0,84.5,12,1.9,2000,Total,Total,35-44
Colorado,589.0,488.0,82.8,480.0,81.5,8,1.7,2000,Total,Total,45-54
Colorado,330.0,204.0,61.7,201.0,60.8,3,1.5,2000,Total,Total,55-64
Colorado,137.0,121.0,88.5,116.0,84.6,5,4.4,2000,Men,Total,20-24
Colorado,330.0,311.0,94.4,304.0,92.3,7,2.2,2000,Men,Total,25-34
Colorado,363.0,341.0,93.8,335.0,92.3,6,1.6,2000,Men,Total,35-44
Colorado,294.0,260.0,88.3,256.0,86.9,4,1.7,2000,Men,Total,45-54
Colorado,161.0,111.0,69.0,109.0,67.9,2,1.6,2000,Men,Total,55-64
Colorado,158.0,128.0,81.1,122.0,77.3,6,4.7,2000,Women,Total,20-24
Colorado,300.0,234.0,77.8,228.0,75.9,6,2.4,2000,Women,Total,25-34
Colorado,364.0,286.0,78.6,280.0,76.8,6,2.2,2000,Women,Total,35-44
Colorado,295.0,228.0,77.3,224.0,76.1,4,1.6,2000,Women,Total,45-54
Colorado,169.0,93.0,54.8,91.0,54.1,1,1.4,2000,Women,Total,55-64
Colorado,194.0,111.0,57.2,99.0,50.9,12,10.9,2000,Total,White,16-19
Colorado,271.0,231.0,85.2,220.0,81.2,11,4.6,2000,Total,White,20-24
Colorado,571.0,494.0,86.6,484.0,84.9,10,2,2000,Total,White,25-34
Colorado,680.0,585.0,86.0,575.0,84.5,10,1.8,2000,Total,White,35-44
Colorado,557.0,464.0,83.4,457.0,82.0,7,1.6,2000,Total,White,45-54
Colorado,307.0,192.0,62.6,190.0,61.7,3,1.5,2000,Total,White,55-64
Colorado,122.0,103.0,84.4,100.0,81.8,3,3.1,2000,Total,Hispanic,25-34
Colorado,100.0,83.0,82.5,80.0,79.5,3,3.6,2000,Total,Hispanic,35-44
Connecticut,2537.0,1746.0,68.8,1707.0,67.3,39,2.3,2000,Total,Total,Total
Connecticut,1212.0,914.0,75.4,896.0,73.9,18,2,2000,Men,Total,Total
Connecticut,1325.0,833.0,62.9,811.0,61.2,21,2.6,2000,Women,Total,Total
Connecticut,2171.0,1493.0,68.8,1462.0,67.3,30,2,2000,Total,White,Total
Connecticut,1038.0,792.0,76.3,778.0,74.9,14,1.8,2000,Total,White,Total
Connecticut,1133.0,701.0,61.8,684.0,60.4,16,2.3,2000,Total,White,Total
Connecticut,299.0,201.0,67.3,193.0,64.5,8,4.2,2000,Total,Black,Total
Connecticut,157.0,109.0,69.2,103.0,65.8,5,4.9,2000,Total,Black,Total
Connecticut,151.0,105.0,69.5,101.0,67.2,3,3.2,2000,Total,Hispanic,Total
Connecticut,153.0,115.0,75.2,110.0,72.1,5,4.1,2000,Total,Total,20-24
Connecticut,426.0,364.0,85.3,356.0,83.5,8,2.1,2000,Total,Total,25-34
Connecticut,574.0,495.0,86.1,485.0,84.5,10,2,2000,Total,Total,35-44
Connecticut,454.0,396.0,87.3,390.0,85.9,6,1.6,2000,Total,Total,45-54
Connecticut,323.0,221.0,68.4,218.0,67.5,3,1.4,2000,Total,Total,55-64
Connecticut,210.0,190.0,90.8,186.0,89.0,4,2,2000,Men,Total,25-34
Connecticut,281.0,262.0,93.0,258.0,91.9,3,1.2,2000,Men,Total,35-44
Connecticut,216.0,196.0,90.6,193.0,89.4,3,1.4,2000,Men,Total,45-54
Connecticut,159.0,121.0,76.0,120.0,75.1,1,1.2,2000,Men,Total,55-64
Connecticut,217.0,173.0,80.0,169.0,78.1,4,2.3,2000,Women,Total,25-34
Connecticut,293.0,233.0,79.5,226.0,77.3,7,2.8,2000,Women,Total,35-44
Connecticut,238.0,200.0,84.2,197.0,82.8,3,1.7,2000,Women,Total,45-54
Connecticut,341.0,293.0,85.8,286.0,83.9,7,2.2,2000,Total,White,25-34
Connecticut,494.0,424.0,85.8,418.0,84.5,6,1.4,2000,Total,White,35-44
Connecticut,410.0,353.0,86.3,349.0,85.2,4,1.3,2000,Total,White,45-54
Connecticut,281.0,194.0,69.3,192.0,68.5,2,1.2,2000,Total,White,55-64
Delaware,588.0,409.0,69.6,393.0,66.8,16,4,2000,Total,Total,Total
Delaware,279.0,212.0,76.0,204.0,72.9,8,4,2000,Men,Total,Total
Delaware,309.0,197.0,63.8,189.0,61.2,8,4,2000,Women,Total,Total
Delaware,461.0,315.0,68.3,304.0,65.9,11,3.4,2000,Total,White,Total
Delaware,221.0,167.0,75.6,162.0,73.0,6,3.4,2000,Total,White,Total
Delaware,239.0,147.0,61.5,142.0,59.4,5,3.5,2000,Total,White,Total
Delaware,119.0,89.0,74.9,84.0,70.4,5,6,2000,Total,Black,Total
Delaware,55.0,42.0,76.7,39.0,71.6,3,6.6,2000,Total,Black,Total
Delaware,64.0,47.0,73.4,44.0,69.3,3,5.5,2000,Total,Black,Total
Delaware,24.0,17.0,70.0,16.0,64.1,1,8.4,2000,Total,Hispanic,Total
Delaware,49.0,28.0,57.3,23.0,47.9,5,16.3,2000,Total,Total,16-19
Delaware,44.0,36.0,81.0,34.0,77.6,2,4.3,2000,Total,Total,20-24
Delaware,100.0,87.0,86.7,83.0,82.9,4,4.3,2000,Total,Total,25-34
Delaware,122.0,107.0,87.7,103.0,85.0,3,3.1,2000,Total,Total,35-44
Delaware,110.0,92.0,83.6,90.0,82.1,2,1.8,2000,Total,Total,45-54
Delaware,70.0,46.0,65.6,45.0,63.8,1,2.6,2000,Total,Total,55-64
Delaware,94.0,14.0,15.3,14.0,15.0,( 2 ),1.8,2000,Total,Total,Total
Delaware,27.0,16.0,58.7,13.0,47.9,3,18.4,2000,Men,Total,16-19
Delaware,21.0,17.0,83.0,16.0,79.4,1,4.3,2000,Men,Total,20-24
Delaware,49.0,45.0,92.8,43.0,88.6,2,4.4,2000,Men,Total,25-34
Delaware,55.0,52.0,93.9,51.0,91.8,1,2.2,2000,Men,Total,35-44
Delaware,56.0,50.0,88.7,49.0,86.9,1,2,2000,Men,Total,45-54
Delaware,34.0,25.0,73.6,24.0,72.1,1,2.1,2000,Men,Total,55-64
Delaware,22.0,12.0,55.5,10.0,48.0,2,13.6,2000,Women,Total,16-19
Delaware,23.0,19.0,79.3,18.0,76.0,1,4.2,2000,Women,Total,20-24
Delaware,51.0,41.0,80.9,40.0,77.5,2,4.2,2000,Women,Total,25-34
Delaware,66.0,55.0,82.6,53.0,79.4,2,3.9,2000,Women,Total,35-44
Delaware,54.0,42.0,78.2,41.0,77.0,1,1.6,2000,Women,Total,45-54
Delaware,36.0,21.0,58.0,20.0,56.1,1,3.3,2000,Women,Total,55-64
Delaware,36.0,22.0,59.4,19.0,51.7,3,13,2000,Total,White,16-19
Delaware,33.0,28.0,85.2,27.0,83.0,1,2.7,2000,Total,White,20-24
Delaware,73.0,64.0,88.0,62.0,84.7,2,3.7,2000,Total,White,25-34
Delaware,91.0,79.0,86.3,76.0,83.7,2,3.1,2000,Total,White,35-44
Delaware,88.0,73.0,82.9,72.0,81.5,1,1.6,2000,Total,White,45-54
Delaware,56.0,36.0,64.5,35.0,62.7,1,2.8,2000,Total,White,55-64
Delaware,83.0,13.0,15.7,13.0,15.4,( 2 ),1.7,2000,Total,White,Total
Delaware,24.0,20.0,84.5,19.0,78.9,1,6.6,2000,Total,Black,25-34
Delaware,28.0,26.0,92.1,25.0,89.2,1,3.2,2000,Total,Black,35-44
Delaware,21.0,18.0,88.5,18.0,86.2,( 2 ),2.6,2000,Total,Black,45-54
District of Columbia,413.0,279.0,67.5,263.0,63.6,16,5.8,2000,Total,Total,Total
District of Columbia,191.0,135.0,70.8,127.0,66.6,8,5.8,2000,Men,Total,Total
District of Columbia,222.0,144.0,64.7,136.0,61.0,8,5.7,2000,Women,Total,Total
District of Columbia,146.0,112.0,77.0,109.0,75.1,3,2.5,2000,Total,White,Total
District of Columbia,69.0,56.0,80.9,54.0,78.7,2,2.8,2000,Total,White,Total
District of Columbia,76.0,56.0,73.4,55.0,71.8,1,2.2,2000,Total,White,Total
District of Columbia,257.0,158.0,61.6,145.0,56.5,13,8.3,2000,Total,Black,Total
District of Columbia,117.0,75.0,64.3,69.0,59.0,6,8.3,2000,Total,Black,Total
District of Columbia,140.0,83.0,59.4,76.0,54.5,7,8.2,2000,Total,Black,Total
District of Columbia,25.0,20.0,78.9,19.0,76.0,1,3.6,2000,Total,Hispanic,Total
