State,civ-non-instit-pop,civ-lab-force-num,Civilian labor force Percent of population,civ-lab-force-emp-num,Civilian labor force Employment Percent of population,civ-lab-force-unemp-num,civ-lab-force-unemp-rate,year,Gender,Race,Age
Kansas,392.0,86.0,21.8,83.0,21.2,3,3,2013,Total,Total,Total
Kansas,82.0,39.0,47.2,30.0,36.6,9,22.5,2013,Men,Total,16-19
Kansas,109.0,85.0,77.9,75.0,68.9,10,11.5,2013,Men,Total,20-24
Kansas,198.0,181.0,91.5,170.0,85.9,11,6.1,2013,Men,Total,25-34
Kansas,147.0,134.0,91.3,131.0,89.1,3,2.4,2013,Men,Total,35-44
Kansas,172.0,153.0,89.3,147.0,85.9,6,3.9,2013,Men,Total,45-54
Kansas,178.0,138.0,77.4,133.0,74.4,5,3.9,2013,Men,Total,55-64
Kansas,179.0,48.0,26.6,47.0,26.3,1,1.3,2013,Men,Total,Total
Kansas,76.0,35.0,46.2,31.0,41.4,4,10.5,2013,Women,Total,16-19
Kansas,110.0,83.0,74.8,76.0,68.6,7,8.4,2013,Women,Total,20-24
Kansas,195.0,155.0,79.4,147.0,75.2,8,5.2,2013,Women,Total,25-34
Kansas,152.0,122.0,80.4,115.0,75.9,7,5.6,2013,Women,Total,35-44
Kansas,196.0,155.0,79.3,150.0,76.7,5,3.4,2013,Women,Total,45-54
Kansas,178.0,121.0,68.0,115.0,64.9,6,4.6,2013,Women,Total,55-64
Kansas,212.0,38.0,17.8,36.0,16.9,2,5,2013,Women,Total,Total
Kansas,133.0,63.0,47.0,53.0,39.8,10,15.4,2013,Total,White,16-19
Kansas,182.0,139.0,76.8,126.0,69.5,13,9.5,2013,Total,White,20-24
Kansas,335.0,289.0,86.1,273.0,81.5,16,5.4,2013,Total,White,25-34
Kansas,260.0,227.0,87.4,218.0,84.0,9,3.9,2013,Total,White,35-44
Kansas,319.0,272.0,85.3,263.0,82.3,10,3.5,2013,Total,White,45-54
Kansas,318.0,235.0,73.8,226.0,71.1,9,3.8,2013,Total,White,55-64
Kansas,362.0,79.0,21.9,77.0,21.3,2,2.4,2013,Total,White,Total
Kansas,48.0,37.0,76.9,35.0,72.1,2,6.2,2013,Total,Hispanic,25-34
Kansas,32.0,27.0,83.6,25.0,77.2,2,7.7,2013,Total,Hispanic,35-44
Kentucky,3403.0,2069.0,60.8,1901.0,55.9,168,8.1,2013,Total,Total,Total
Kentucky,1638.0,1089.0,66.5,994.0,60.7,95,8.7,2013,Men,Total,Total
Kentucky,1765.0,980.0,55.5,907.0,51.4,73,7.4,2013,Women,Total,Total
Kentucky,3041.0,1828.0,60.1,1689.0,55.5,139,7.6,2013,Total,White,Total
Kentucky,1458.0,962.0,66.0,886.0,60.7,76,7.9,2013,Total,White,Total
Kentucky,1583.0,866.0,54.7,803.0,50.7,63,7.3,2013,Total,White,Total
Kentucky,259.0,168.0,64.8,146.0,56.3,22,13.2,2013,Total,Black,Total
Kentucky,126.0,86.0,68.3,72.0,56.8,15,16.9,2013,Total,Black,Total
Kentucky,133.0,82.0,61.5,74.0,55.7,8,9.3,2013,Total,Black,Total
Kentucky,55.0,39.0,69.7,36.0,65.2,2,6.5,2013,Total,Asian,Total
Kentucky,106.0,75.0,70.5,67.0,62.9,8,10.8,2013,Total,Hispanic,Total
Kentucky,60.0,48.0,79.9,43.0,70.7,6,11.5,2013,Total,Hispanic,Total
Kentucky,46.0,27.0,58.2,24.0,52.7,3,9.6,2013,Total,Hispanic,Total
Kentucky,840.0,592.0,70.5,564.0,67.2,28,4.7,2013,Total,Total,Total
Kentucky,872.0,498.0,57.2,471.0,54.1,27,5.4,2013,Total,Total,Total
Kentucky,228.0,135.0,59.2,120.0,52.5,15,11.4,2013,Women,Total,Total
Kentucky,202.0,80.0,39.4,63.0,31.3,16,20.6,2013,Total,Total,16-19
Kentucky,336.0,244.0,72.5,208.0,61.9,36,14.6,2013,Total,Total,20-24
Kentucky,559.0,444.0,79.5,403.0,72.2,41,9.2,2013,Total,Total,25-34
Kentucky,515.0,417.0,80.9,390.0,75.7,27,6.5,2013,Total,Total,35-44
Kentucky,624.0,465.0,74.5,435.0,69.6,31,6.6,2013,Total,Total,45-54
Kentucky,563.0,321.0,57.1,308.0,54.8,13,3.9,2013,Total,Total,55-64
Kentucky,604.0,98.0,16.2,93.0,15.5,5,4.8,2013,Total,Total,Total
Kentucky,108.0,38.0,34.8,28.0,26.0,10,25.3,2013,Men,Total,16-19
Kentucky,159.0,123.0,77.3,103.0,65.2,19,15.7,2013,Men,Total,20-24
Kentucky,270.0,237.0,87.6,211.0,78.2,25,10.8,2013,Men,Total,25-34
Kentucky,259.0,226.0,87.6,211.0,81.5,16,6.9,2013,Men,Total,35-44
Kentucky,301.0,240.0,79.6,225.0,74.7,15,6.2,2013,Men,Total,45-54
Kentucky,277.0,168.0,60.8,161.0,58.3,7,4,2013,Men,Total,55-64
Kentucky,265.0,58.0,21.8,54.0,20.5,4,6.1,2013,Men,Total,Total
Kentucky,94.0,42.0,44.8,35.0,37.4,7,16.4,2013,Women,Total,16-19
Kentucky,177.0,121.0,68.2,105.0,59.0,16,13.5,2013,Women,Total,20-24
Kentucky,289.0,207.0,71.9,192.0,66.6,15,7.4,2013,Women,Total,25-34
Kentucky,256.0,190.0,74.2,179.0,69.8,11,6,2013,Women,Total,35-44
Kentucky,323.0,225.0,69.8,210.0,64.9,16,7,2013,Women,Total,45-54
Kentucky,286.0,153.0,53.5,147.0,51.4,6,3.8,2013,Women,Total,55-64
Kentucky,340.0,40.0,11.9,39.0,11.5,1,3,2013,Women,Total,Total
Kentucky,174.0,66.0,38.2,52.0,29.9,14,21.8,2013,Total,White,16-19
Kentucky,278.0,207.0,74.5,180.0,64.6,28,13.3,2013,Total,White,20-24
Kentucky,488.0,387.0,79.3,354.0,72.6,33,8.4,2013,Total,White,25-34
Kentucky,440.0,351.0,79.8,328.0,74.7,23,6.4,2013,Total,White,35-44
Kentucky,569.0,425.0,74.6,398.0,69.8,27,6.4,2013,Total,White,45-54
Kentucky,530.0,301.0,56.9,290.0,54.7,12,3.9,2013,Total,White,55-64
Kentucky,563.0,91.0,16.1,88.0,15.6,3,3.5,2013,Total,White,Total
Kentucky,40.0,27.0,66.2,20.0,49.0,7,25.9,2013,Total,Black,20-24
Kentucky,43.0,37.0,85.6,30.0,68.3,8,20.2,2013,Total,Black,25-34
Kentucky,49.0,43.0,87.4,40.0,82.0,3,6.1,2013,Total,Black,35-44
Kentucky,46.0,34.0,73.9,31.0,68.5,2,7.3,2013,Total,Black,45-54
Kentucky,37.0,29.0,78.6,25.0,67.5,4,14.2,2013,Total,Hispanic,25-34
Louisiana,3525.0,2096.0,59.5,1949.0,55.3,147,7,2013,Total,Total,Total
Louisiana,1670.0,1114.0,66.7,1033.0,61.8,82,7.3,2013,Men,Total,Total
Louisiana,1855.0,982.0,52.9,917.0,49.4,65,6.7,2013,Women,Total,Total
Louisiana,2327.0,1435.0,61.6,1364.0,58.6,71,4.9,2013,Total,White,Total
Louisiana,1134.0,802.0,70.7,761.0,67.1,41,5.1,2013,Total,White,Total
Louisiana,1193.0,633.0,53.0,603.0,50.5,30,4.7,2013,Total,White,Total
Louisiana,1076.0,590.0,54.9,518.0,48.2,72,12.2,2013,Total,Black,Total
Louisiana,478.0,271.0,56.7,233.0,48.7,38,14.1,2013,Total,Black,Total
Louisiana,597.0,319.0,53.5,285.0,47.8,34,10.6,2013,Total,Black,Total
Louisiana,147.0,101.0,68.9,88.0,60.3,13,12.5,2013,Total,Hispanic,Total
Louisiana,80.0,66.0,82.2,57.0,70.6,9,14.1,2013,Total,Hispanic,Total
Louisiana,836.0,600.0,71.7,582.0,69.6,18,3,2013,Total,Total,Total
Louisiana,816.0,461.0,56.4,445.0,54.5,16,3.4,2013,Total,Total,Total
Louisiana,287.0,179.0,62.6,158.0,55.1,22,12,2013,Women,Total,Total
Louisiana,269.0,80.0,29.8,67.0,24.9,13,16.2,2013,Total,Total,16-19
Louisiana,337.0,233.0,69.0,201.0,59.4,32,13.8,2013,Total,Total,20-24
Louisiana,585.0,463.0,79.2,423.0,72.3,40,8.7,2013,Total,Total,25-34
Louisiana,555.0,431.0,77.6,407.0,73.2,24,5.6,2013,Total,Total,35-44
Louisiana,634.0,468.0,73.8,448.0,70.7,19,4.2,2013,Total,Total,45-54
Louisiana,550.0,318.0,57.8,302.0,55.0,16,5,2013,Total,Total,55-64
Louisiana,595.0,104.0,17.4,101.0,17.0,2,2.1,2013,Total,Total,Total
Louisiana,131.0,41.0,31.2,35.0,26.8,6,14.2,2013,Men,Total,16-19
Louisiana,155.0,117.0,75.2,99.0,63.8,18,15.3,2013,Men,Total,20-24
Louisiana,298.0,256.0,85.9,232.0,77.6,25,9.7,2013,Men,Total,25-34
Louisiana,261.0,219.0,83.9,204.0,78.0,15,7,2013,Men,Total,35-44
Louisiana,303.0,243.0,80.2,232.0,76.7,11,4.4,2013,Men,Total,45-54
Louisiana,264.0,176.0,66.6,170.0,64.5,6,3.2,2013,Men,Total,55-64
Louisiana,257.0,62.0,24.2,61.0,23.6,2,2.7,2013,Men,Total,Total
Louisiana,139.0,39.0,28.4,32.0,23.2,7,18.4,2013,Women,Total,16-19
Louisiana,182.0,116.0,63.6,102.0,55.7,14,12.4,2013,Women,Total,20-24
Louisiana,286.0,207.0,72.3,192.0,66.9,15,7.4,2013,Women,Total,25-34
Louisiana,294.0,212.0,72.0,203.0,69.0,9,4.2,2013,Women,Total,35-44
Louisiana,331.0,225.0,67.9,216.0,65.2,9,3.9,2013,Women,Total,45-54
Louisiana,285.0,142.0,49.7,132.0,46.1,10,7.2,2013,Women,Total,55-64
Louisiana,337.0,41.0,12.2,41.0,12.1,1,1.3,2013,Women,Total,Total
Louisiana,165.0,55.0,33.3,49.0,29.7,6,10.8,2013,Total,White,16-19
Louisiana,185.0,138.0,74.2,126.0,68.2,11,8.1,2013,Total,White,20-24
Louisiana,379.0,302.0,79.5,284.0,74.8,18,5.9,2013,Total,White,25-34
Louisiana,364.0,292.0,80.3,278.0,76.4,14,4.8,2013,Total,White,35-44
Louisiana,444.0,346.0,78.0,334.0,75.3,12,3.5,2013,Total,White,45-54
Louisiana,358.0,220.0,61.5,212.0,59.3,8,3.6,2013,Total,White,55-64
Louisiana,432.0,82.0,19.0,80.0,18.5,2,2.5,2013,Total,White,Total
Louisiana,133.0,82.0,61.2,62.0,46.8,19,23.5,2013,Total,Black,20-24
Louisiana,189.0,149.0,78.8,127.0,66.9,22,15.1,2013,Total,Black,25-34
Louisiana,174.0,130.0,74.4,120.0,69.0,9,7.3,2013,Total,Black,35-44
Louisiana,168.0,109.0,64.6,101.0,60.1,8,6.9,2013,Total,Black,45-54
Louisiana,173.0,85.0,49.0,78.0,45.2,7,7.7,2013,Total,Black,55-64
Louisiana,52.0,40.0,77.9,35.0,68.4,5,12.2,2013,Total,Hispanic,25-34
Maine,1086.0,711.0,65.4,663.0,61.0,48,6.8,2013,Total,Total,Total
Maine,525.0,364.0,69.3,337.0,64.2,26,7.2,2013,Men,Total,Total
Maine,561.0,347.0,61.9,325.0,58.0,22,6.2,2013,Women,Total,Total
Maine,1043.0,685.0,65.6,639.0,61.2,45,6.6,2013,Total,White,Total
Maine,503.0,349.0,69.4,324.0,64.5,25,7.1,2013,Total,White,Total
Maine,540.0,335.0,62.0,315.0,58.2,20,6.1,2013,Total,White,Total
Maine,12.0,7.0,60.4,6.0,51.0,1,15.6,2013,Total,Black,Total
Maine,13.0,10.0,74.8,10.0,71.0,1,5,2013,Total,Asian,Total
Maine,292.0,210.0,71.9,202.0,69.1,8,3.9,2013,Total,Total,Total
Maine,294.0,186.0,63.3,179.0,60.8,8,4,2013,Total,Total,Total
Maine,53.0,35.0,66.8,31.0,58.9,4,11.8,2013,Women,Total,Total
Maine,67.0,34.0,50.5,27.0,39.8,7,21.1,2013,Total,Total,16-19
Maine,85.0,66.0,77.8,60.0,70.7,6,9.2,2013,Total,Total,20-24
Maine,143.0,118.0,83.0,109.0,76.1,10,8.2,2013,Total,Total,25-34
Maine,156.0,133.0,85.1,125.0,80.2,8,5.8,2013,Total,Total,35-44
Maine,208.0,167.0,80.2,158.0,76.0,9,5.3,2013,Total,Total,45-54
Maine,216.0,150.0,69.1,144.0,66.5,6,3.8,2013,Total,Total,55-64
Maine,212.0,44.0,20.8,41.0,19.3,3,6.9,2013,Total,Total,Total
Maine,34.0,16.0,47.8,13.0,37.3,4,21.9,2013,Men,Total,16-19
Maine,41.0,33.0,79.0,30.0,71.1,3,9.9,2013,Men,Total,20-24
Maine,71.0,63.0,89.5,57.0,80.9,6,9.6,2013,Men,Total,25-34
Maine,77.0,69.0,89.6,64.0,83.1,5,7.3,2013,Men,Total,35-44
Maine,99.0,82.0,83.0,78.0,79.4,4,4.3,2013,Men,Total,45-54
Maine,106.0,78.0,73.1,74.0,69.9,3,4.3,2013,Men,Total,55-64
Maine,97.0,23.0,23.6,21.0,22.0,2,6.6,2013,Men,Total,Total
Maine,33.0,18.0,53.3,14.0,42.5,4,20.3,2013,Women,Total,16-19
Maine,43.0,33.0,76.7,30.0,70.2,3,8.4,2013,Women,Total,20-24
Maine,72.0,55.0,76.5,51.0,71.4,4,6.7,2013,Women,Total,25-34
Maine,79.0,64.0,80.7,61.0,77.4,3,4.1,2013,Women,Total,35-44
Maine,109.0,85.0,77.6,79.0,72.8,5,6.1,2013,Women,Total,45-54
Maine,110.0,72.0,65.3,69.0,63.2,2,3.3,2013,Women,Total,55-64
Maine,115.0,21.0,18.4,20.0,17.0,1,7.1,2013,Women,Total,Total
Maine,63.0,32.0,50.8,25.0,40.1,7,20.9,2013,Total,White,16-19
Maine,80.0,63.0,79.0,57.0,71.8,6,9.2,2013,Total,White,20-24
Maine,133.0,111.0,83.4,102.0,76.7,9,8,2013,Total,White,25-34
Maine,148.0,126.0,85.2,119.0,80.5,7,5.6,2013,Total,White,35-44
Maine,199.0,162.0,81.2,153.0,77.0,8,5.2,2013,Total,White,45-54
Maine,212.0,147.0,69.4,141.0,66.7,6,3.8,2013,Total,White,55-64
Maine,209.0,44.0,20.9,41.0,19.4,3,6.9,2013,Total,White,Total
Maryland,4642.0,3128.0,67.4,2919.0,62.9,209,6.7,2013,Total,Total,Total
Maryland,2198.0,1593.0,72.5,1480.0,67.3,114,7.1,2013,Men,Total,Total
Maryland,2443.0,1535.0,62.8,1440.0,58.9,95,6.2,2013,Women,Total,Total
Maryland,2831.0,1894.0,66.9,1792.0,63.3,102,5.4,2013,Total,White,Total
Maryland,1387.0,1019.0,73.5,956.0,69.0,63,6.1,2013,Total,White,Total
Maryland,1444.0,876.0,60.6,836.0,57.9,39,4.5,2013,Total,White,Total
Maryland,1347.0,913.0,67.8,824.0,61.2,88,9.7,2013,Total,Black,Total
Maryland,600.0,413.0,68.8,372.0,61.9,42,10.1,2013,Total,Black,Total
Maryland,747.0,499.0,66.9,453.0,60.6,47,9.4,2013,Total,Black,Total
Maryland,330.0,225.0,68.4,215.0,65.1,11,4.8,2013,Total,Asian,Total
Maryland,147.0,112.0,76.2,106.0,71.9,6,5.8,2013,Total,Asian,Total
Maryland,182.0,113.0,62.0,109.0,59.6,4,3.8,2013,Total,Asian,Total
Maryland,402.0,312.0,77.4,296.0,73.5,16,5.1,2013,Total,Hispanic,Total
Maryland,204.0,178.0,87.4,168.0,82.4,10,5.6,2013,Total,Hispanic,Total
Maryland,198.0,133.0,67.2,128.0,64.3,6,4.3,2013,Total,Hispanic,Total
Maryland,1132.0,878.0,77.5,840.0,74.3,37,4.2,2013,Total,Total,Total
Maryland,1124.0,720.0,64.0,685.0,61.0,35,4.8,2013,Total,Total,Total
Maryland,313.0,230.0,73.5,216.0,68.9,14,6.2,2013,Women,Total,Total
Maryland,296.0,99.0,33.4,72.0,24.4,26,26.8,2013,Total,Total,16-19
Maryland,419.0,299.0,71.5,268.0,63.9,32,10.6,2013,Total,Total,20-24
Maryland,808.0,679.0,84.0,640.0,79.1,39,5.8,2013,Total,Total,25-34
Maryland,729.0,625.0,85.7,587.0,80.5,38,6.1,2013,Total,Total,35-44
Maryland,863.0,727.0,84.3,687.0,79.6,40,5.5,2013,Total,Total,45-54
Maryland,725.0,516.0,71.2,491.0,67.8,24,4.7,2013,Total,Total,55-64
Maryland,802.0,184.0,22.9,174.0,21.7,9,5,2013,Total,Total,Total
Maryland,144.0,44.0,30.8,31.0,21.7,13,29.6,2013,Men,Total,16-19
Maryland,219.0,163.0,74.5,143.0,65.1,21,12.6,2013,Men,Total,20-24
Maryland,385.0,347.0,90.2,327.0,85.0,20,5.7,2013,Men,Total,25-34
Maryland,349.0,327.0,93.5,306.0,87.5,21,6.3,2013,Men,Total,35-44
Maryland,399.0,351.0,88.0,331.0,83.0,20,5.7,2013,Men,Total,45-54
Maryland,352.0,265.0,75.4,251.0,71.3,14,5.4,2013,Men,Total,55-64
Maryland,350.0,96.0,27.5,91.0,26.0,5,5.5,2013,Men,Total,Total
Maryland,151.0,54.0,35.9,41.0,27.1,13,24.5,2013,Women,Total,16-19
Maryland,200.0,136.0,68.1,125.0,62.6,11,8.1,2013,Women,Total,20-24
Maryland,424.0,332.0,78.4,313.0,73.8,19,5.8,2013,Women,Total,25-34
Maryland,380.0,298.0,78.6,281.0,74.0,17,5.8,2013,Women,Total,35-44
Maryland,464.0,376.0,81.0,356.0,76.7,20,5.3,2013,Women,Total,45-54
Maryland,373.0,250.0,67.2,240.0,64.5,10,4,2013,Women,Total,55-64
Maryland,451.0,87.0,19.3,83.0,18.4,4,4.6,2013,Women,Total,Total
Maryland,162.0,53.0,32.8,42.0,26.0,11,20.7,2013,Total,White,16-19
Maryland,237.0,178.0,75.0,166.0,70.3,11,6.3,2013,Total,White,20-24
Maryland,459.0,400.0,87.2,380.0,82.9,20,5,2013,Total,White,25-34
Maryland,402.0,345.0,85.9,326.0,81.1,19,5.5,2013,Total,White,35-44
Maryland,516.0,440.0,85.3,421.0,81.6,19,4.3,2013,Total,White,45-54
Maryland,483.0,347.0,71.8,332.0,68.9,14,4.1,2013,Total,White,55-64
Maryland,573.0,132.0,23.0,124.0,21.7,8,5.8,2013,Total,White,Total
Maryland,106.0,37.0,35.0,23.0,21.5,14,38.6,2013,Total,Black,16-19
Maryland,136.0,92.0,67.4,75.0,55.1,17,18.2,2013,Total,Black,20-24
Maryland,231.0,187.0,80.7,172.0,74.4,15,7.8,2013,Total,Black,25-34
Maryland,236.0,202.0,85.5,186.0,78.9,16,7.7,2013,Total,Black,35-44
Maryland,275.0,225.0,81.7,208.0,75.7,16,7.3,2013,Total,Black,45-54
Maryland,194.0,133.0,68.4,124.0,63.8,9,6.8,2013,Total,Black,55-64
Maryland,168.0,38.0,22.5,36.0,21.5,2,4.3,2013,Total,Black,Total
Maryland,36.0,22.0,62.4,20.0,56.4,2,9.7,2013,Total,Asian,20-24
Maryland,79.0,62.0,78.9,60.0,76.6,2,2.9,2013,Total,Asian,25-34
Maryland,69.0,58.0,83.4,55.0,79.5,3,4.6,2013,Total,Asian,35-44
Maryland,48.0,42.0,88.6,39.0,81.4,3,8.1,2013,Total,Asian,45-54
Maryland,40.0,30.0,75.9,29.0,74.0,1,2.6,2013,Total,Asian,55-64
Maryland,45.0,35.0,77.1,31.0,67.8,4,12,2013,Total,Hispanic,20-24
Maryland,120.0,99.0,82.7,95.0,79.3,4,4.2,2013,Total,Hispanic,25-34
Maryland,89.0,80.0,89.2,76.0,85.3,3,4.4,2013,Total,Hispanic,35-44
Maryland,60.0,54.0,89.4,52.0,86.1,2,3.7,2013,Total,Hispanic,45-54
Maryland,34.0,26.0,77.9,25.0,75.5,1,3.1,2013,Total,Hispanic,55-64
Massachusetts,5387.0,3484.0,64.7,3239.0,60.1,245,7,2013,Total,Total,Total
Massachusetts,2574.0,1787.0,69.4,1650.0,64.1,137,7.7,2013,Men,Total,Total
Massachusetts,2813.0,1697.0,60.3,1589.0,56.5,108,6.3,2013,Women,Total,Total
Massachusetts,4517.0,2934.0,65.0,2742.0,60.7,192,6.6,2013,Total,White,Total
Massachusetts,2174.0,1511.0,69.5,1405.0,64.6,106,7,2013,Total,White,Total
Massachusetts,2343.0,1423.0,60.7,1337.0,57.1,86,6,2013,Total,White,Total
Massachusetts,396.0,240.0,60.6,215.0,54.2,25,10.6,2013,Total,Black,Total
Massachusetts,187.0,126.0,67.3,110.0,58.6,16,12.9,2013,Total,Black,Total
Massachusetts,209.0,114.0,54.6,105.0,50.2,9,8,2013,Total,Black,Total
Massachusetts,344.0,230.0,67.0,214.0,62.2,16,7.1,2013,Total,Asian,Total
Massachusetts,159.0,114.0,71.9,104.0,65.4,10,9,2013,Total,Asian,Total
Massachusetts,185.0,116.0,62.8,110.0,59.5,6,5.2,2013,Total,Asian,Total
Massachusetts,470.0,294.0,62.6,253.0,53.9,41,13.9,2013,Total,Hispanic,Total
Massachusetts,207.0,151.0,72.7,127.0,61.3,24,15.7,2013,Total,Hispanic,Total
Massachusetts,263.0,144.0,54.7,126.0,48.1,17,12,2013,Total,Hispanic,Total
Massachusetts,1317.0,1003.0,76.2,958.0,72.8,45,4.5,2013,Total,Total,Total
Massachusetts,1315.0,846.0,64.3,810.0,61.6,36,4.2,2013,Total,Total,Total
Massachusetts,354.0,240.0,68.0,217.0,61.4,23,9.6,2013,Women,Total,Total
Massachusetts,400.0,138.0,34.6,110.0,27.4,29,20.7,2013,Total,Total,16-19
Massachusetts,501.0,342.0,68.2,295.0,58.8,47,13.8,2013,Total,Total,20-24
Massachusetts,802.0,673.0,83.8,623.0,77.6,50,7.5,2013,Total,Total,25-34
Massachusetts,876.0,732.0,83.6,696.0,79.5,36,4.9,2013,Total,Total,35-44
Massachusetts,952.0,791.0,83.1,751.0,78.9,40,5,2013,Total,Total,45-54
Massachusetts,859.0,594.0,69.2,563.0,65.5,32,5.3,2013,Total,Total,55-64
Massachusetts,997.0,212.0,21.3,201.0,20.2,11,5.2,2013,Total,Total,Total
Massachusetts,214.0,67.0,31.1,52.0,24.5,14,21.3,2013,Men,Total,16-19
Massachusetts,254.0,177.0,69.8,145.0,57.0,32,18.3,2013,Men,Total,20-24
Massachusetts,372.0,331.0,89.2,309.0,83.1,22,6.8,2013,Men,Total,25-34
Massachusetts,429.0,394.0,91.7,372.0,86.6,22,5.6,2013,Men,Total,35-44
Massachusetts,433.0,381.0,88.0,362.0,83.6,19,4.9,2013,Men,Total,45-54
Massachusetts,427.0,313.0,73.2,291.0,68.2,21,6.8,2013,Men,Total,55-64
Massachusetts,445.0,124.0,28.0,118.0,26.6,6,5,2013,Men,Total,Total
Massachusetts,186.0,72.0,38.6,57.0,30.8,14,20.2,2013,Women,Total,16-19
Massachusetts,247.0,165.0,66.7,150.0,60.6,15,9,2013,Women,Total,20-24
Massachusetts,431.0,341.0,79.2,314.0,72.8,28,8.1,2013,Women,Total,25-34
Massachusetts,446.0,338.0,75.8,324.0,72.6,14,4.2,2013,Women,Total,35-44
Massachusetts,519.0,410.0,79.1,389.0,75.0,21,5.1,2013,Women,Total,45-54
Massachusetts,432.0,282.0,65.3,271.0,62.8,11,3.7,2013,Women,Total,55-64
Massachusetts,552.0,88.0,15.9,83.0,15.1,5,5.4,2013,Women,Total,Total
Massachusetts,322.0,115.0,35.8,94.0,29.3,21,18.1,2013,Total,White,16-19
Massachusetts,371.0,264.0,71.1,233.0,62.7,31,11.9,2013,Total,White,20-24
Massachusetts,645.0,550.0,85.2,510.0,79.1,39,7.1,2013,Total,White,25-34
Massachusetts,698.0,584.0,83.6,555.0,79.6,29,4.9,2013,Total,White,35-44
Massachusetts,822.0,693.0,84.2,658.0,80.1,34,4.9,2013,Total,White,45-54
Massachusetts,744.0,529.0,71.1,501.0,67.3,28,5.3,2013,Total,White,55-64
Massachusetts,915.0,199.0,21.8,189.0,20.7,10,5.2,2013,Total,White,Total
Massachusetts,63.0,38.0,61.1,27.0,43.4,11,28.9,2013,Total,Black,20-24
Massachusetts,63.0,45.0,70.5,42.0,65.5,3,7.2,2013,Total,Black,25-34
Massachusetts,78.0,63.0,80.3,60.0,77.4,2,3.7,2013,Total,Black,35-44
Massachusetts,53.0,40.0,75.3,38.0,70.6,2,6.2,2013,Total,Black,45-54
Massachusetts,64.0,35.0,54.5,33.0,50.5,3,7.4,2013,Total,Black,55-64
Massachusetts,69.0,60.0,86.2,55.0,79.5,5,7.8,2013,Total,Asian,25-34
Massachusetts,76.0,66.0,87.3,64.0,83.7,3,4.1,2013,Total,Asian,35-44
Massachusetts,63.0,51.0,80.6,48.0,75.5,3,6.3,2013,Total,Asian,45-54
Massachusetts,82.0,61.0,74.2,47.0,57.1,14,23.1,2013,Total,Hispanic,20-24
Massachusetts,109.0,76.0,69.9,65.0,59.3,12,15.2,2013,Total,Hispanic,25-34
Massachusetts,92.0,73.0,79.2,69.0,75.2,4,5.1,2013,Total,Hispanic,35-44
Massachusetts,69.0,41.0,59.4,38.0,55.3,3,6.9,2013,Total,Hispanic,45-54
Michigan,7813.0,4724.0,60.5,4317.0,55.3,407,8.6,2013,Total,Total,Total
Michigan,3770.0,2506.0,66.5,2288.0,60.7,218,8.7,2013,Men,Total,Total
Michigan,4043.0,2218.0,54.9,2029.0,50.2,189,8.5,2013,Women,Total,Total
Michigan,6376.0,3891.0,61.0,3602.0,56.5,289,7.4,2013,Total,White,Total
Michigan,3113.0,2101.0,67.5,1934.0,62.1,167,8,2013,Total,White,Total
Michigan,3263.0,1790.0,54.9,1668.0,51.1,122,6.8,2013,Total,White,Total
Michigan,1050.0,595.0,56.7,497.0,47.4,98,16.5,2013,Total,Black,Total
Michigan,473.0,278.0,58.9,235.0,49.7,44,15.6,2013,Total,Black,Total
Michigan,577.0,317.0,54.9,262.0,45.5,55,17.2,2013,Total,Black,Total
Michigan,243.0,155.0,63.6,148.0,60.8,7,4.4,2013,Total,Asian,Total
Michigan,119.0,89.0,75.2,86.0,72.5,3,3.5,2013,Total,Asian,Total
Michigan,125.0,66.0,52.6,62.0,49.6,4,5.6,2013,Total,Asian,Total
Michigan,277.0,185.0,66.8,161.0,58.1,24,13,2013,Total,Hispanic,Total
Michigan,156.0,119.0,76.4,99.0,63.9,20,16.4,2013,Total,Hispanic,Total
Michigan,121.0,66.0,54.4,61.0,50.7,4,6.8,2013,Total,Hispanic,Total
Michigan,2008.0,1390.0,69.2,1323.0,65.9,67,4.8,2013,Total,Total,Total
Michigan,1978.0,1127.0,57.0,1073.0,54.2,54,4.8,2013,Total,Total,Total
Michigan,467.0,311.0,66.7,273.0,58.5,38,12.3,2013,Women,Total,Total
Michigan,511.0,193.0,37.7,147.0,28.7,46,23.8,2013,Total,Total,16-19
Michigan,693.0,492.0,70.9,416.0,60.1,75,15.3,2013,Total,Total,20-24
Michigan,1128.0,913.0,80.9,835.0,74.0,78,8.6,2013,Total,Total,25-34
Michigan,1278.0,1066.0,83.4,990.0,77.5,76,7.1,2013,Total,Total,35-44
Michigan,1353.0,1042.0,77.1,976.0,72.1,67,6.4,2013,Total,Total,45-54
Michigan,1384.0,783.0,56.6,730.0,52.7,53,6.8,2013,Total,Total,55-64
Michigan,1466.0,236.0,16.1,224.0,15.3,12,5.1,2013,Total,Total,Total
Michigan,251.0,104.0,41.5,78.0,31.0,26,25.2,2013,Men,Total,16-19
Michigan,348.0,250.0,71.9,212.0,61.0,38,15.2,2013,Men,Total,20-24
Michigan,568.0,492.0,86.7,450.0,79.3,42,8.6,2013,Men,Total,25-34
Michigan,622.0,569.0,91.6,536.0,86.2,33,5.9,2013,Men,Total,35-44
Michigan,662.0,552.0,83.4,516.0,77.9,36,6.6,2013,Men,Total,45-54
Michigan,663.0,403.0,60.8,370.0,55.8,33,8.2,2013,Men,Total,55-64
