State,year,fed-rd-obligations-dollar-thous,individuals-se-occupations,fed-rd-obligations-by-indiv-se-,patents-awarded,individuals-in-se-occupations,patents-pe-1000-individuals-s&e,foreign-born-workers-se-occ,all-workers-in-se-occupations,perc-foreign-born-se-workers,rd-performed-dollar-millions,state-gdop-dollar-millions,rd-perform-perc-of-gdp
Alaska,2016,211854.2,14340.0,14773.654114365412,57.0,14340.0,3.97489539748954,1395.0,16130.0,8.648481091134531,303.0,50728.0,0.5973032644693266
Arizona,2016,1549438.6,138560.0,11182.437933025403,2685.0,138560.0,19.377886836027717,24160.0,139775.0,17.28492219638705,8040.0,313081.0,2.5680255269403127
Arkansas,2016,307530.1,33180.0,9268.53827606992,236.0,33180.0,7.112718505123569,5035.0,35715.0,14.097718045639088,701.0,119152.0,0.5883241573788103
California,2016,15756460.2,932020.0,16905.710392480847,40693.0,932020.0,43.66108023432973,426290.0,1057585.0,40.3078712349362,135129.0,2569634.0,5.258686645646812
Colorado,2016,4183078.0,175370.0,23852.871072589383,3048.0,175370.0,17.380395734732282,22515.0,190130.0,11.841897648977016,6874.0,329912.0,2.083585925943888
Connecticut,2016,2365916.7,80330.0,29452.46732229553,2290.0,80330.0,28.50740694634632,22460.0,96890.0,23.180926824233666,9295.0,263670.0,3.525239883187317
Delaware,2016,142028.1,24120.0,5888.39552238806,340.0,24120.0,14.096185737976782,5695.0,20560.0,27.69941634241245,2285.0,69355.0,3.294643500829068
District of Columbia,2016,4204465.0,75520.0,55673.53019067797,138.0,75520.0,1.8273305084745763,5320.0,35565.0,14.958526641360889,3516.0,129649.0,2.711937616179068
Florida,2016,2781524.8,284030.0,9793.066929549695,4129.0,284030.0,14.537196774988558,77665.0,316800.0,24.515467171717173,9781.0,953353.0,1.0259578561141571
Georgia,2016,1301266.0,196370.0,6626.602841574579,2488.0,196370.0,12.669959769822276,47525.0,214635.0,22.142241479721385,7659.0,547547.0,1.3987840313251647
Hawaii,2016,283848.6,21760.0,13044.512867647058,130.0,21760.0,5.974264705882352,2925.0,26870.0,10.885746185336806,553.0,83914.0,0.6590080320327955
Idaho,2016,568444.0,29050.0,19567.77969018933,764.0,29050.0,26.29948364888124,3865.0,33940.0,11.3877430760165,2304.0,68837.0,3.347037203829336
Illinois,2016,3922076.1,260160.0,15075.630765682658,4946.0,260160.0,19.011377613776137,73510.0,286205.0,25.684387065215493,17495.0,807043.0,2.167790316005467
Indiana,2016,719112.6,106230.0,6769.3928268850605,2067.0,106230.0,19.45778028805422,14805.0,109475.0,13.523635533226765,7442.0,340501.0,2.185602979139562
Iowa,2016,496211.6,53580.0,9261.13475177305,925.0,53580.0,17.263904441955955,6850.0,59840.0,11.447192513368984,3787.0,181011.0,2.0921380468590307
Kansas,2016,187927.0,57150.0,3288.3114610673665,835.0,57150.0,14.610673665791776,9440.0,60735.0,15.542932411294972,2790.0,160451.0,1.7388486204511036
Kentucky,2016,272594.4,55340.0,4925.811348030358,706.0,55340.0,12.757499096494398,5410.0,60050.0,9.009159034138218,1650.0,196485.0,0.8397587602107031
Louisiana,2016,278529.4,46770.0,5955.300406243319,445.0,46770.0,9.514646140688477,5030.0,54915.0,9.15961030683784,1025.0,227091.0,0.4513609081821824
Maine,2016,137486.7,20580.0,6680.597667638484,174.0,20580.0,8.454810495626823,1230.0,22975.0,5.353645266594124,483.0,60254.0,0.8016065323464003
Maryland,2016,16640272.2,199860.0,83259.64274992495,1871.0,199860.0,9.361553087161012,57185.0,245330.0,23.309419964945175,21730.0,387733.0,5.604372080787552
Massachusetts,2016,5532560.3,242960.0,22771.48625288113,6940.0,242960.0,28.56437273625288,76475.0,256035.0,29.868963227683714,28941.0,514638.0,5.623564524967064
Michigan,2016,1795895.3,238120.0,7541.975894506972,5769.0,238120.0,24.227280362842265,44345.0,233725.0,18.973152208792385,21803.0,490264.0,4.44719579655043
Minnesota,2016,859101.8,149360.0,5751.88671665774,4229.0,149360.0,28.31414033208356,25880.0,150795.0,17.16237275771743,8370.0,344061.0,2.432708153496037
Mississippi,2016,448193.0,25280.0,17729.153481012658,149.0,25280.0,5.893987341772152,780.0,29185.0,2.67260579064588,920.0,107291.0,0.8574810561929704
Missouri,2016,1258592.7,116670.0,10787.629210593985,1214.0,116670.0,10.405416988086056,14615.0,117000.0,12.491452991452991,7204.0,300915.0,2.394031537145041
Montana,2016,169507.4,15840.0,10701.224747474747,157.0,15840.0,9.91161616161616,800.0,15830.0,5.053695514845231,394.0,45491.0,0.866105383482447
Nebraska,2016,204818.5,39780.0,5148.7807943690295,335.0,39780.0,8.421317244846657,3485.0,36175.0,9.633724948168624,1129.0,118146.0,0.9555973118006534
Nevada,2016,286183.3,29460.0,9714.300746775289,768.0,29460.0,26.069246435845216,6110.0,38930.0,15.694836886719754,789.0,151840.0,0.5196259220231824
New Hampshire,2016,373518.2,30400.0,12286.782894736843,930.0,30400.0,30.592105263157897,4375.0,39985.0,10.941603101162936,2344.0,79090.0,2.963712226577317
New Jersey,2016,1676599.0,204000.0,8218.622549019608,4278.0,204000.0,20.97058823529412,99345.0,236175.0,42.06414734836456,17564.0,575501.0,3.0519495187671266
New Mexico,2016,3662105.8,38420.0,95317.69390942216,489.0,38420.0,12.727745965642894,4615.0,37565.0,12.285372021828833,6306.0,89769.0,7.024696721585403
New York,2016,4743813.1,378600.0,12529.881405176968,8709.0,378600.0,23.003169572107765,100455.0,369165.0,27.211409532322943,23212.0,1551354.0,1.4962413478806256
North Carolina,2016,1906189.0,199300.0,9564.420471650776,3547.0,199300.0,17.797290516808832,37055.0,203015.0,18.252345885771987,13415.0,526030.0,2.5502347774841736
North Dakota,2016,103567.9,14020.0,7387.154065620542,108.0,14020.0,7.703281027104137,435.0,15100.0,2.880794701986755,515.0,51989.0,0.9905941641501086
Ohio,2016,2497351.9,239800.0,10414.311509591324,3522.0,239800.0,14.68723936613845,30410.0,232545.0,13.077038852695178,11991.0,623265.0,1.9239007484777744
Oklahoma,2016,349014.1,54380.0,6418.059948510481,521.0,54380.0,9.58072820890033,5660.0,56440.0,10.02834868887314,1371.0,181244.0,0.7564388338372581
Oregon,2016,543833.7,89080.0,6105.003367759317,2801.0,89080.0,31.44364616075438,16575.0,104020.0,15.934435685445106,7382.0,211306.0,3.493511779126006
Pennsylvania,2016,3980624.0,262280.0,15177.00167759646,3848.0,262280.0,14.67134360225713,46070.0,269335.0,17.105092171459336,17420.0,726562.0,2.3975930478059686
Rhode Island,2016,627277.4,22000.0,28512.609090909093,337.0,22000.0,15.318181818181818,5800.0,25505.0,22.74063909037444,1641.0,57354.0,2.8611779474840464
South Carolina,2016,460868.8,71190.0,6473.785644051131,1000.0,71190.0,14.046916701783958,5500.0,78390.0,7.016201046051792,2276.0,215120.0,1.0580141316474527
South Dakota,2016,69021.9,14160.0,4874.427966101694,141.0,14160.0,9.957627118644067,925.0,13850.0,6.678700361010831,289.0,49151.0,0.5879839677727818
Tennessee,2016,2479277.0,90240.0,27474.257535460994,1071.0,90240.0,11.868351063829788,12135.0,105650.0,11.486038807382869,4545.0,336414.0,1.3510139292657262
Texas,2016,5296462.7,566230.0,9353.906892958692,10007.0,566230.0,17.6730303940095,154835.0,581675.0,26.61881634933597,23431.0,1579015.0,1.4838997729597247
Utah,2016,937675.8,68630.0,13662.76846859974,1328.0,68630.0,19.35013842342999,7855.0,75145.0,10.453123960343335,4157.0,157827.0,2.6338966083116326
Vermont,2016,82430.9,13390.0,6156.153846153846,421.0,13390.0,31.44137415982076,745.0,14685.0,5.073203949608444,376.0,31661.0,1.1875809355358329
Virginia,2016,7383556.0,275350.0,26815.166152169964,2044.0,275350.0,7.423279462502269,69340.0,302335.0,22.934823953561448,9333.0,496021.0,1.881573562409656
Washington,2016,2083801.9,227910.0,9143.09113246457,6638.0,227910.0,29.125532008248868,70985.0,248755.0,28.53610982693815,22902.0,487275.0,4.700015391719255
West Virginia,2016,455544.5,20510.0,22210.84836665041,101.0,20510.0,4.92442710872745,1545.0,22240.0,6.946942446043165,450.0,70924.0,0.6344819807117478
Wisconsin,2016,722663.9,124000.0,5827.934677419356,2165.0,124000.0,17.45967741935484,16240.0,129430.0,12.547322877230934,6517.0,314073.0,2.0749953036396
Wyoming,2016,43660.4,8460.0,5160.80378250591,104.0,8460.0,12.293144208037823,275.0,8680.0,3.168202764976958,292.0,35879.0,0.8138465397586331
Puerto Rico,2016,71795.8,24190.0,2967.9950392724268,46.0,24190.0,1.901612236461348,925.0,22810.0,4.055238930293731,127.0,104337.0,0.1217209618831287
United States,2017,115507566.5,6889020.0,16766.908283035904,150423.0,6889020.0,21.83518120139004,1781150.0,7500185.0,23.74808088067161,554012.0,19583069.0,2.8290356327703283
Alabama,2017,8662528.3,73410.0,118002.02016074106,498.0,73410.0,6.78381691867593,6105.0,80995.0,7.537502314957713,5879.0,215086.0,2.7333252745413463
Alaska,2017,279952.8,14810.0,18902.957461174883,55.0,14810.0,3.713706954760297,1025.0,15420.0,6.647211413748379,1146.0,53089.0,2.1586392661379947
Arizona,2017,1198750.2,140300.0,8544.192444761225,2770.0,140300.0,19.743406985032077,24805.0,140395.0,17.66800811994729,7826.0,330416.0,2.368529369037818
Arkansas,2017,170024.9,35690.0,4763.936676940319,262.0,35690.0,7.340991874474643,5425.0,36165.0,15.000691276095674,812.0,122350.0,0.6636697997548018
California,2017,15886663.0,946680.0,16781.44990915621,41961.0,946680.0,44.32437571301813,441850.0,1067725.0,41.38237842141001,150552.0,2730974.0,5.51275845174652
Colorado,2017,3395584.2,180660.0,18795.440053138493,3182.0,180660.0,17.61319605889516,24815.0,197350.0,12.574106916645553,7159.0,348898.0,2.0518890907944445
Connecticut,2017,2349255.7,82960.0,28317.93273866924,2488.0,82960.0,29.99035679845709,21135.0,91790.0,23.0253840287613,10018.0,271583.0,3.688743404410438
Delaware,2017,168621.9,26470.0,6370.302228938421,323.0,26470.0,12.202493388741972,5270.0,20935.0,25.173155003582515,2265.0,68764.0,3.29387470187889
District of Columbia,2017,4867430.9,76500.0,63626.54771241831,177.0,76500.0,2.313725490196078,9260.0,38290.0,24.18386001566989,4557.0,133391.0,3.416272462160116
Florida,2017,2879538.6,293850.0,9799.348647269017,4343.0,293850.0,14.779649481027736,80495.0,327600.0,24.57112332112332,10156.0,1002568.0,1.0129986195450085
Georgia,2017,1284743.1,200620.0,6403.863523078458,2607.0,200620.0,12.994716379224403,49970.0,216585.0,23.071773206824112,9056.0,574404.0,1.576590692265374
Hawaii,2017,275389.2,21590.0,12755.405280222323,115.0,21590.0,5.326540064844836,4675.0,27045.0,17.286004806803476,558.0,87178.0,0.6400697423661933
Idaho,2017,679105.2,29250.0,23217.27179487179,728.0,29250.0,24.88888888888889,2390.0,28855.0,8.28279327672847,2442.0,71688.0,3.406427854034148
Illinois,2017,2552936.2,258920.0,9859.942067047738,5071.0,258920.0,19.58520006179515,71250.0,283485.0,25.133604952643,18120.0,827075.0,2.190853308345676
Indiana,2017,689831.9,108850.0,6337.45429490124,2279.0,108850.0,20.937069361506666,17830.0,121450.0,14.6809386578839,7814.0,353150.0,2.2126575109726745
Iowa,2017,519991.0,55050.0,9445.794732061762,1085.0,55050.0,19.70935513169845,6070.0,60435.0,10.043848763133946,3900.0,183550.0,2.1247616453282485
Kansas,2017,211646.3,58140.0,3640.287237702098,781.0,58140.0,13.433092535259718,7260.0,64900.0,11.186440677966102,2819.0,164923.0,1.7092825136578889
Kentucky,2017,289451.2,57210.0,5059.451144904737,745.0,57210.0,13.022198916273378,4600.0,57930.0,7.940617987225962,1596.0,201555.0,0.7918434174294858
Louisiana,2017,397183.4,45020.0,8822.37672145713,464.0,45020.0,10.306530430919592,3795.0,53625.0,7.076923076923077,1058.0,241704.0,0.4377254824082349
Maine,2017,158035.1,20550.0,7690.272506082725,211.0,20550.0,10.267639902676398,1425.0,24285.0,5.867819641754169,520.0,62413.0,0.8331597583836701
Maryland,2017,15416754.8,201310.0,76582.16084645572,1949.0,201310.0,9.681585614226815,61050.0,262365.0,23.269109827911496,20859.0,400406.0,5.209462395668397
Massachusetts,2017,5238400.9,246110.0,21284.795010361224,7368.0,246110.0,29.93783267644549,72925.0,255910.0,28.496346371771324,31299.0,532354.0,5.879358471994199
Michigan,2017,1491404.8,248460.0,6002.595186347904,6342.0,248460.0,25.525235450374304,49360.0,246495.0,20.024746952270835,23855.0,501752.0,4.754340789872288
Minnesota,2017,985780.9,150210.0,6562.684907795753,4453.0,150210.0,29.64516343785367,27345.0,159130.0,17.18406334443537,8470.0,354684.0,2.388041185957077
Mississippi,2017,449462.3,26050.0,17253.831094049903,181.0,26050.0,6.948176583493282,1660.0,30085.0,5.517699850423799,991.0,109963.0,0.9012122259305404
Missouri,2017,1603792.1,119440.0,13427.59628265238,1258.0,119440.0,10.5324849296718,12680.0,118290.0,10.719418378561162,6518.0,308722.0,2.111284586132508
Montana,2017,150958.3,17070.0,8843.485647334504,153.0,17070.0,8.963093145869946,215.0,18575.0,1.1574697173620458,414.0,48440.0,0.8546655656482246
Nebraska,2017,210590.7,41890.0,5027.230842683219,329.0,41890.0,7.853903079493912,4410.0,40705.0,10.834049871023216,1150.0,121946.0,0.943040362127499
Nevada,2017,338354.3,31520.0,10734.590736040607,752.0,31520.0,23.85786802030457,6485.0,38305.0,16.92990471217857,846.0,160785.0,0.5261684858662188
New Hampshire,2017,351118.8,32170.0,10914.479328566988,1025.0,32170.0,31.861983214174696,5150.0,42935.0,11.994875975311516,1845.0,80666.0,2.287208985198225
New Jersey,2017,1962557.7,203270.0,9654.930388153689,4487.0,203270.0,22.07408865056329,112640.0,258045.0,43.651301129647926,18495.0,586375.0,3.154124920059689
New Mexico,2017,3383365.7,37020.0,91392.91464073474,496.0,37020.0,13.398163155051323,4465.0,37435.0,11.927340723921462,6595.0,92311.0,7.144327328270737
New York,2017,4954529.0,392570.0,12620.75298672848,9064.0,392570.0,23.08887586927172,103315.0,379935.0,27.192809296327,23631.0,1603903.0,1.4733434627904556
North Carolina,2017,2005368.0,207220.0,9677.482868448991,3704.0,207220.0,17.874722517131552,41560.0,222145.0,18.70850120416845,13799.0,549671.0,2.5104107729896614
North Dakota,2017,74817.3,14010.0,5340.278372591007,121.0,14010.0,8.636688079942898,2705.0,14895.0,18.16045652903659,592.0,55228.0,1.0719200405591367
Ohio,2017,2549792.7,249180.0,10232.734168071274,3758.0,249180.0,15.08146721245686,36770.0,242230.0,15.17978780497874,13056.0,641746.0,2.0344497667301398
Oklahoma,2017,367626.1,55460.0,6628.671114316624,575.0,55460.0,10.367832672196178,4745.0,55850.0,8.495971351835273,1531.0,190675.0,0.8029369345745379
Oregon,2017,572522.4,92790.0,6170.087293889428,2963.0,92790.0,31.93232029313504,20045.0,109245.0,18.348665842830336,8579.0,222614.0,3.8537558284744
Pennsylvania,2017,3787544.1,267350.0,14166.987469609126,4215.0,267350.0,15.76585000935104,47060.0,278185.0,16.916799971242156,15998.0,745011.0,2.147350844484176
Rhode Island,2017,614957.6,23010.0,26725.66710126032,371.0,23010.0,16.123424598000867,4185.0,24905.0,16.80385464766111,1410.0,57941.0,2.4335099497764965
South Carolina,2017,504736.3,72970.0,6917.038508976291,1069.0,72970.0,14.649856105248732,8130.0,83730.0,9.709781440343964,2360.0,223045.0,1.058082449729875
South Dakota,2017,77220.5,14260.0,5415.182328190744,137.0,14260.0,9.607293127629736,410.0,12100.0,3.3884297520661155,343.0,50299.0,0.6819221058072725
Tennessee,2017,2491077.7,93320.0,26693.931633090444,1106.0,93320.0,11.851693099014144,12650.0,111185.0,11.377434006385752,4521.0,349838.0,1.292312441758757
Texas,2017,5318933.9,567040.0,9380.174061794583,10458.0,567040.0,18.443143340857787,171790.0,623925.0,27.533758063869858,27113.0,1677111.0,1.616649106707904
Utah,2017,1057534.8,73320.0,14423.551554828153,1551.0,73320.0,21.153846153846157,8485.0,80975.0,10.478542760111145,3664.0,168058.0,2.180199692963144
Vermont,2017,80709.2,13160.0,6132.917933130699,413.0,13160.0,31.382978723404253,1460.0,14720.0,9.918478260869565,381.0,32247.0,1.181505256302912
Virginia,2017,6310863.7,282830.0,22313.27546582753,2204.0,282830.0,7.792666973093378,76145.0,327250.0,23.2681436210848,8897.0,509893.0,1.7448758857250442
Washington,2017,2623651.0,235070.0,11161.14774322542,7280.0,235070.0,30.96949844727103,74615.0,260615.0,28.630355121539434,24958.0,519943.0,4.800141553978032
West Virginia,2017,141427.1,20830.0,6789.587133941432,119.0,20830.0,5.7129140662506,1245.0,21615.0,5.759888965995836,492.0,74800.0,0.6577540106951871
Wisconsin,2017,729545.2,125610.0,5808.018469867048,2240.0,125610.0,17.83297508160178,16340.0,137905.0,11.84873644900475,7020.0,318364.0,2.205023181012929
Wyoming,2017,45779.9,7960.0,5751.243718592965,95.0,7960.0,11.93467336683417,675.0,10430.0,6.471716203259828,219.0,36864.0,0.5940755208333333
Puerto Rico,2017,67637.7,24610.0,2748.382771231207,33.0,24610.0,1.3409183258837871,985.0,24810.0,3.970173317210802,558.0,103446.0,0.5394118670610754
United States,2018,125737333.0,7083690.0,17750.259116364494,143805.0,7083690.0,20.300860144924467,1884125.0,7902990.0,23.840660307048346,604837.0,20628117.0,2.9320999100402623
Alabama,2018,5173700.1,,,480.0,,,6685.0,90105.0,7.41912213528661,4876.0,224047.0,2.1763290738104057
Alaska,2018,299822.6,14480.0,20705.980662983424,43.0,14480.0,2.9696132596685083,1935.0,15950.0,12.13166144200627,297.0,54712.0,0.5428425208363795
Arizona,2018,1736998.0,,,2512.0,,,30185.0,159685.0,18.902839966183425,7773.0,349908.0,2.2214410645083853
Arkansas,2018,206209.3,35500.0,5808.712676056338,341.0,35500.0,9.605633802816902,4475.0,35070.0,12.760193897918448,852.0,127307.0,0.6692483524079587
California,2018,17236903.4,989560.0,17418.755204333236,39667.0,989560.0,40.085492542139946,468665.0,1141450.0,41.05874107494853,164398.0,2895101.0,5.678489282411909
Colorado,2018,4916763.0,187050.0,26285.821972734564,2949.0,187050.0,15.765838011226943,25595.0,206325.0,12.405185992972251,7712.0,371425.0,2.076327656996702
Connecticut,2018,2568161.8,84100.0,30537.00118906064,2757.0,84100.0,32.78240190249702,26145.0,101100.0,25.86053412462908,8851.0,280692.0,3.153278326421844
Delaware,2018,161633.2,26120.0,6188.101071975498,287.0,26120.0,10.987748851454825,5755.0,21755.0,26.453688807170767,2594.0,72488.0,3.578523341794504
District of Columbia,2018,6157719.5,74030.0,83178.70457922465,197.0,74030.0,2.6610833445900317,8695.0,40260.0,21.597118728266267,5632.0,139785.0,4.029044604213613
Florida,2018,3178523.9,304650.0,10433.362547185296,4069.0,304650.0,13.356310520269162,90490.0,364165.0,24.84862630950256,10516.0,1057862.0,0.9940805133372784
Georgia,2018,1349810.8,210710.0,6406.012054482464,2622.0,210710.0,12.443642921550946,51920.0,234750.0,22.117145899893504,7817.0,602340.0,1.2977720224457947
Hawaii,2018,441343.2,21400.0,20623.514018691592,113.0,21400.0,5.280373831775701,4215.0,25500.0,16.52941176470588,633.0,90276.0,0.7011830386813771
Idaho,2018,824213.9,30230.0,27264.766787958983,792.0,30230.0,26.19913992722461,4140.0,32450.0,12.75808936825886,3172.0,77494.0,4.093220120267375
Illinois,2018,2911110.1,263930.0,11029.856780206874,4779.0,263930.0,18.10707384533778,74780.0,291180.0,25.681708908578887,17119.0,867536.0,1.973289869238856
Indiana,2018,781336.0,,,2018.0,,,18545.0,134275.0,13.811208341091044,8595.0,373518.0,2.301093923184425
Iowa,2018,525011.1,58180.0,9023.9102784462,976.0,58180.0,16.775524235132348,6580.0,61145.0,10.761305094447623,4324.0,190403.0,2.270972621229708
Kansas,2018,232807.5,57720.0,4033.3939708939706,745.0,57720.0,12.907137907137908,9395.0,62265.0,15.088733638480686,3261.0,172328.0,1.8923216192377328
Kentucky,2018,302846.1,59080.0,5126.034190927556,679.0,59080.0,11.492890995260664,6915.0,71830.0,9.626896839760546,2044.0,208250.0,0.9815126050420168
Louisiana,2018,321128.2,46240.0,6944.814013840831,426.0,46240.0,9.21280276816609,5040.0,62980.0,8.00254048904414,1237.0,255810.0,0.4835620186857433
Maine,2018,188370.8,21630.0,8708.774849745723,212.0,21630.0,9.801202034211745,1010.0,26985.0,3.7428200852325366,527.0,65492.0,0.8046784340072071
Maryland,2018,17779202.2,206360.0,86156.24248885443,1783.0,206360.0,8.640240356658268,61930.0,257370.0,24.06263356257528,23112.0,411100.0,5.621989783507662
Massachusetts,2018,6035958.5,249400.0,24201.91860465116,7104.0,249400.0,28.484362469927827,80050.0,271495.0,29.48488922447927,35335.0,564047.0,6.2645488762461286
Michigan,2018,1630467.4,253850.0,6422.956076423084,6403.0,253850.0,25.223557218830017,53140.0,259295.0,20.49403189417459,25438.0,520803.0,4.884380466318358
Minnesota,2018,1030979.8,154630.0,6667.398305632802,4033.0,154630.0,26.08161417577443,25335.0,166135.0,15.249646371926444,8744.0,373420.0,2.341599271597665
Mississippi,2018,819832.3,26270.0,31207.92919680244,170.0,26270.0,6.471259992386753,1170.0,32845.0,3.5621860252702087,1171.0,112407.0,1.0417500689458845
Missouri,2018,1492038.9,125620.0,11877.399299474606,1271.0,125620.0,10.117815634453112,18295.0,131255.0,13.938516627937982,8491.0,319394.0,2.6584719813146145
Montana,2018,194718.3,17830.0,10920.824453168816,143.0,17830.0,8.02019068984857,345.0,18155.0,1.9003029468465984,462.0,50904.0,0.9075907590759076
Nebraska,2018,211274.5,42200.0,5006.504739336493,296.0,42200.0,7.0142180094786735,4580.0,42035.0,10.895682169620557,1148.0,126923.0,0.904485396657816
Nevada,2018,400237.9,32690.0,12243.435301315389,634.0,32690.0,19.394310186601405,7235.0,45330.0,15.960732406794618,1241.0,170353.0,0.7284873175112854
New Hampshire,2018,472387.3,34780.0,13582.153536515238,913.0,34780.0,26.25071880391029,6375.0,46310.0,13.76592528611531,3089.0,83844.0,3.684223080959878
New Jersey,2018,2367256.2,211240.0,11206.476992993752,3983.0,211240.0,18.85533042984283,111135.0,269985.0,41.1633979665537,22873.0,613509.0,3.7282256658011534
New Mexico,2018,3630347.9,36630.0,99108.59677859678,485.0,36630.0,13.24051324051324,3565.0,39540.0,9.016186140617096,7026.0,97269.0,7.223267433611942
New York,2018,5366091.1,401580.0,13362.446087952589,8486.0,401580.0,21.13153045470392,110045.0,399680.0,27.53327662129704,25822.0,1694958.0,1.523459578349434
North Carolina,2018,2270077.6,213120.0,10651.64039039039,3532.0,213120.0,16.572822822822822,46125.0,237005.0,19.461614733866377,15437.0,569982.0,2.708331140281623
North Dakota,2018,110692.6,14750.0,7504.583050847458,124.0,14750.0,8.40677966101695,950.0,11405.0,8.329679964927664,600.0,59093.0,1.0153486876618212
Ohio,2018,4206814.2,251630.0,16718.253785319717,3888.0,251630.0,15.451257799149545,37240.0,256660.0,14.509467778383856,14273.0,666974.0,2.139963476837178
Oklahoma,2018,480647.7,55920.0,8595.273605150214,566.0,55920.0,10.121602288984263,6500.0,63570.0,10.224948875255624,1664.0,202467.0,0.8218623281818765
Oregon,2018,626844.0,94630.0,6624.157244002959,2794.0,94630.0,29.52552044806087,20600.0,113240.0,18.19145178382197,9688.0,237066.0,4.086625665426506
Pennsylvania,2018,4147619.9,,,3935.0,,,51335.0,291010.0,17.640287275351362,17481.0,772611.0,2.2625875116973484
Rhode Island,2018,662359.7,23310.0,28415.259545259545,358.0,23310.0,15.358215358215356,3445.0,26120.0,13.189127105666158,1412.0,59129.0,2.387999120566896
South Carolina,2018,561412.0,75750.0,7411.379537953795,1033.0,75750.0,13.636963696369635,10400.0,92205.0,11.279214793124018,2750.0,233665.0,1.1768985513448742
South Dakota,2018,80830.4,14790.0,5465.206220419202,132.0,14790.0,8.924949290060852,1220.0,13735.0,8.88241718238078,344.0,52404.0,0.6564384398137547
Tennessee,2018,2564153.8,96060.0,26693.25213408286,1097.0,96060.0,11.419945867166357,14420.0,116240.0,12.40536820371645,4816.0,361382.0,1.3326618370588463
Texas,2018,4677250.2,581440.0,8044.252545404513,10312.0,581440.0,17.735277930654924,173170.0,618220.0,28.01106402251626,27214.0,1809706.0,1.503780172027943
Utah,2018,1109737.3,,,1502.0,,,8950.0,89290.0,10.023518871094188,4026.0,182644.0,2.204288123343773
Vermont,2018,97069.0,12890.0,7530.566330488751,367.0,12890.0,28.47168347556245,1340.0,14450.0,9.273356401384085,438.0,33033.0,1.325946780492235
Virginia,2018,7187180.0,289420.0,24833.045401147123,2363.0,289420.0,8.164605072213392,72470.0,330075.0,21.955616147845188,11084.0,531757.0,2.084410736483018
Washington,2018,2745986.2,242680.0,11315.255480468106,6950.0,242680.0,28.638536344156915,85255.0,279350.0,30.519062108466084,33816.0,564481.0,5.990635645841048
West Virginia,2018,280505.1,21770.0,12884.937988056958,124.0,21770.0,5.695911805236563,985.0,23950.0,4.112734864300626,605.0,79045.0,0.7653868049845025
Wisconsin,2018,759428.2,129060.0,5884.303424763676,2213.0,129060.0,17.147063381373002,14130.0,133400.0,10.592203898050974,7597.0,332264.0,2.286434883105001
Wyoming,2018,48592.9,8440.0,5757.452606635071,105.0,8440.0,12.440758293838863,220.0,9485.0,2.319451765946231,157.0,39032.0,0.4022340643574503
Puerto Rico,2018,74707.1,25040.0,2983.510383386582,42.0,25040.0,1.6773162939297124,995.0,24935.0,3.990374974934831,604.0,100958.0,0.5982685869371421
United States,2019,138170254.9,7317290.0,18882.708612068127,166433.0,7317290.0,22.745169318149205,2101060.0,8660225.0,24.26103247894829,666875.0,21477708.0,3.104963527765626
Alabama,2019,5414464.9,81730.0,66248.1940535911,571.0,81730.0,6.986418695705371,6005.0,92645.0,6.4817313400615255,5148.0,231172.0,2.226913293997543
Alaska,2019,334240.4,14550.0,22971.84879725086,49.0,14550.0,3.3676975945017182,855.0,14275.0,5.989492119089317,354.0,54547.0,0.6489816121876547
Arizona,2019,2001235.9,146410.0,13668.71047059627,2840.0,146410.0,19.397582132368008,36750.0,179870.0,20.43142269416801,8076.0,369988.0,2.182773495356606
Arkansas,2019,179019.8,36180.0,4948.032061912659,507.0,36180.0,14.013266998341624,5820.0,33955.0,17.140332793403033,860.0,130840.0,0.6572913482115561
California,2019,19158610.5,1023530.0,18718.17191484373,46145.0,1023530.0,45.08416949185661,517560.0,1275660.0,40.57193923145665,193095.0,3052645.0,6.3254980516896
Colorado,2019,5267919.7,194490.0,27085.812638181917,3394.0,194490.0,17.450768677052803,30285.0,227100.0,13.33553500660502,9842.0,392218.0,2.509318797199517
Connecticut,2019,2673235.2,85950.0,31102.212914485168,3297.0,85950.0,38.35951134380454,26420.0,104440.0,25.296821141325164,8885.0,288109.0,3.083902273098029
Delaware,2019,163086.6,24650.0,6616.0892494929,288.0,24650.0,11.683569979716024,7170.0,25380.0,28.250591016548466,2397.0,77042.0,3.11128994574388
District of Columbia,2019,6228175.8,77110.0,80770.01426533524,277.0,77110.0,3.592270781999741,7390.0,44435.0,16.631034094745132,5968.0,144406.0,4.132792266249325
Florida,2019,3892005.0,317650.0,12252.494884306629,4627.0,317650.0,14.566346607901778,101495.0,395945.0,25.63361072876284,11296.0,1116435.0,1.0117919986385235
Georgia,2019,1503918.0,219770.0,6843.145106247441,2878.0,219770.0,13.095508941165765,64440.0,266315.0,24.196909674633424,7823.0,637799.0,1.2265619732862547
Hawaii,2019,411940.0,22040.0,18690.562613430127,127.0,22040.0,5.762250453720508,4415.0,28330.0,15.584186374867633,647.0,91781.0,0.7049389307155075
Idaho,2019,919915.3,31840.0,28891.812185929648,1009.0,31840.0,31.68969849246231,2550.0,35050.0,7.275320970042796,3391.0,82420.0,4.114292647415676
Illinois,2019,2998344.6,270460.0,11086.09258300673,5631.0,270460.0,20.820084300820824,83235.0,334265.0,24.900901978968783,18254.0,890486.0,2.0498918568062834
